pole_01.dat                                                                     
poles     0  0  1
       phi     theta      int
   -10.000     5.000     1.000
    -5.000     5.000     0.990
     0.000     5.000     0.990
    -5.000    10.000     0.970
     0.000    10.000     0.960
     5.000    10.000     0.950
    10.000    10.000     0.940
    15.000    10.000     0.930
    20.000    10.000     0.910
    25.000    10.000     0.890
    30.000    10.000     0.870
    35.000    10.000     0.850
    40.000    10.000     0.830
    45.000    10.000     0.810
    50.000    10.000     0.790
    55.000    10.000     0.770
    60.000    10.000     0.760
    65.000    10.000     0.740
    70.000    10.000     0.730
    75.000    10.000     0.720
    80.000    10.000     0.710
    85.000    10.000     0.710
    90.000    10.000     0.710
    95.000    10.000     0.710
   100.000    10.000     0.710
   105.000    10.000     0.710
   110.000    10.000     0.720
   115.000    10.000     0.730
   120.000    10.000     0.740
   125.000    10.000     0.760
   130.000    10.000     0.780
   135.000    10.000     0.800
   140.000    10.000     0.830
   145.000    10.000     0.850
   150.000    10.000     0.880
   155.000    10.000     0.910
   160.000    10.000     0.940
   165.000    10.000     0.960
   170.000    10.000     0.990
   175.000    10.000     1.010
   180.000    10.000     1.020
   185.000    10.000     1.040
  -170.000    10.000     1.040
  -165.000    10.000     1.050
  -160.000    10.000     1.040
  -155.000    10.000     1.040
  -150.000    10.000     1.030
  -145.000    10.000     1.020
  -140.000    10.000     1.010
  -135.000    10.000     0.990
  -130.000    10.000     0.980
  -125.000    10.000     0.970
  -120.000    10.000     0.960
  -115.000    10.000     0.940
  -110.000    10.000     0.940
  -105.000    10.000     0.930
  -100.000    10.000     0.920
   -95.000    10.000     0.920
   -90.000    10.000     0.910
   -85.000    10.000     0.910
   -80.000    10.000     0.910
   -75.000    10.000     0.910
   -70.000    10.000     0.910
   -65.000    10.000     0.910
   -60.000    10.000     0.910
   -55.000    10.000     0.920
   -50.000    10.000     0.920
   -45.000    10.000     0.930
   -40.000    10.000     0.940
   -35.000    10.000     0.950
   -30.000    10.000     0.950
   -25.000    10.000     0.960
   -20.000    10.000     0.960
   -15.000    10.000     0.970
   -10.000    10.000     0.970
    -5.000    10.000     0.970
     0.000    10.000     0.960
    -5.000    15.000     0.980
     0.000    15.000     0.980
     5.000    15.000     0.960
    10.000    15.000     0.940
    15.000    15.000     0.920
    20.000    15.000     0.880
    25.000    15.000     0.840
    30.000    15.000     0.800
    35.000    15.000     0.760
    40.000    15.000     0.720
    45.000    15.000     0.690
    50.000    15.000     0.650
    55.000    15.000     0.620
    60.000    15.000     0.590
    65.000    15.000     0.570
    70.000    15.000     0.560
    75.000    15.000     0.550
    80.000    15.000     0.540
    85.000    15.000     0.530
    90.000    15.000     0.530
    95.000    15.000     0.530
   100.000    15.000     0.530
   105.000    15.000     0.540
   110.000    15.000     0.540
   115.000    15.000     0.550
   120.000    15.000     0.570
   125.000    15.000     0.590
   130.000    15.000     0.620
   135.000    15.000     0.660
   140.000    15.000     0.700
   145.000    15.000     0.750
   150.000    15.000     0.800
   155.000    15.000     0.850
   160.000    15.000     0.900
   165.000    15.000     0.950
   170.000    15.000     0.990
   175.000    15.000     1.030
   180.000    15.000     1.050
   185.000    15.000     1.070
  -170.000    15.000     1.070
  -165.000    15.000     1.060
  -160.000    15.000     1.040
  -155.000    15.000     1.020
  -150.000    15.000     0.980
  -145.000    15.000     0.950
  -140.000    15.000     0.910
  -135.000    15.000     0.880
  -130.000    15.000     0.850
  -125.000    15.000     0.830
  -120.000    15.000     0.800
  -115.000    15.000     0.790
  -110.000    15.000     0.780
  -105.000    15.000     0.770
  -100.000    15.000     0.770
   -95.000    15.000     0.770
   -90.000    15.000     0.760
   -85.000    15.000     0.770
   -80.000    15.000     0.770
   -75.000    15.000     0.770
   -70.000    15.000     0.770
   -65.000    15.000     0.780
   -60.000    15.000     0.780
   -55.000    15.000     0.790
   -50.000    15.000     0.810
   -45.000    15.000     0.830
   -40.000    15.000     0.850
   -35.000    15.000     0.870
   -30.000    15.000     0.900
   -25.000    15.000     0.920
   -20.000    15.000     0.950
   -15.000    15.000     0.960
   -10.000    15.000     0.970
    -5.000    15.000     0.980
     0.000    15.000     0.980
    -5.000    20.000     1.040
     0.000    20.000     1.040
     5.000    20.000     1.020
    10.000    20.000     0.990
    15.000    20.000     0.950
    20.000    20.000     0.890
    25.000    20.000     0.830
    30.000    20.000     0.760
    35.000    20.000     0.700
    40.000    20.000     0.630
    45.000    20.000     0.580
    50.000    20.000     0.520
    55.000    20.000     0.480
    60.000    20.000     0.450
    65.000    20.000     0.430
    70.000    20.000     0.410
    75.000    20.000     0.410
    80.000    20.000     0.400
    85.000    20.000     0.400
    90.000    20.000     0.410
    95.000    20.000     0.410
   100.000    20.000     0.420
   105.000    20.000     0.420
   110.000    20.000     0.430
   115.000    20.000     0.440
   120.000    20.000     0.450
   125.000    20.000     0.470
   130.000    20.000     0.510
   135.000    20.000     0.550
   140.000    20.000     0.600
   145.000    20.000     0.670
   150.000    20.000     0.740
   155.000    20.000     0.820
   160.000    20.000     0.900
   165.000    20.000     0.980
   170.000    20.000     1.040
   175.000    20.000     1.090
   180.000    20.000     1.120
   185.000    20.000     1.120
  -170.000    20.000     1.110
  -165.000    20.000     1.080
  -160.000    20.000     1.040
  -155.000    20.000     0.980
  -150.000    20.000     0.920
  -145.000    20.000     0.860
  -140.000    20.000     0.800
  -135.000    20.000     0.740
  -130.000    20.000     0.700
  -125.000    20.000     0.660
  -120.000    20.000     0.630
  -115.000    20.000     0.620
  -110.000    20.000     0.620
  -105.000    20.000     0.620
  -100.000    20.000     0.630
   -95.000    20.000     0.640
   -90.000    20.000     0.640
   -85.000    20.000     0.650
   -80.000    20.000     0.650
   -75.000    20.000     0.650
   -70.000    20.000     0.650
   -65.000    20.000     0.650
   -60.000    20.000     0.660
   -55.000    20.000     0.680
   -50.000    20.000     0.700
   -45.000    20.000     0.730
   -40.000    20.000     0.770
   -35.000    20.000     0.810
   -30.000    20.000     0.860
   -25.000    20.000     0.910
   -20.000    20.000     0.960
   -15.000    20.000     1.000
   -10.000    20.000     1.030
    -5.000    20.000     1.040
     0.000    20.000     1.040
    -5.000    25.000     1.120
     0.000    25.000     1.120
     5.000    25.000     1.100
    10.000    25.000     1.050
    15.000    25.000     0.990
    20.000    25.000     0.910
    25.000    25.000     0.830
    30.000    25.000     0.740
    35.000    25.000     0.650
    40.000    25.000     0.570
    45.000    25.000     0.490
    50.000    25.000     0.430
    55.000    25.000     0.380
    60.000    25.000     0.340
    65.000    25.000     0.320
    70.000    25.000     0.310
    75.000    25.000     0.310
    80.000    25.000     0.320
    85.000    25.000     0.330
    90.000    25.000     0.340
    95.000    25.000     0.350
   100.000    25.000     0.360
   105.000    25.000     0.360
   110.000    25.000     0.370
   115.000    25.000     0.380
   120.000    25.000     0.390
   125.000    25.000     0.410
   130.000    25.000     0.430
   135.000    25.000     0.480
   140.000    25.000     0.530
   145.000    25.000     0.610
   150.000    25.000     0.700
   155.000    25.000     0.800
   160.000    25.000     0.900
   165.000    25.000     1.000
   170.000    25.000     1.080
   175.000    25.000     1.140
   180.000    25.000     1.170
   185.000    25.000     1.170
  -170.000    25.000     1.140
  -165.000    25.000     1.090
  -160.000    25.000     1.020
  -155.000    25.000     0.940
  -150.000    25.000     0.860
  -145.000    25.000     0.770
  -140.000    25.000     0.690
  -135.000    25.000     0.620
  -130.000    25.000     0.560
  -125.000    25.000     0.520
  -120.000    25.000     0.490
  -115.000    25.000     0.480
  -110.000    25.000     0.490
  -105.000    25.000     0.510
  -100.000    25.000     0.530
   -95.000    25.000     0.550
   -90.000    25.000     0.560
   -85.000    25.000     0.570
   -80.000    25.000     0.570
   -75.000    25.000     0.560
   -70.000    25.000     0.550
   -65.000    25.000     0.550
   -60.000    25.000     0.550
   -55.000    25.000     0.570
   -50.000    25.000     0.590
   -45.000    25.000     0.640
   -40.000    25.000     0.690
   -35.000    25.000     0.760
   -30.000    25.000     0.830
   -25.000    25.000     0.910
   -20.000    25.000     0.980
   -15.000    25.000     1.040
   -10.000    25.000     1.090
    -5.000    25.000     1.120
     0.000    25.000     1.120
    -5.000    30.000     1.160
     0.000    30.000     1.170
     5.000    30.000     1.140
    10.000    30.000     1.080
    15.000    30.000     1.000
    20.000    30.000     0.910
    25.000    30.000     0.810
    30.000    30.000     0.710
    35.000    30.000     0.610
    40.000    30.000     0.530
    45.000    30.000     0.450
    50.000    30.000     0.380
    55.000    30.000     0.320
    60.000    30.000     0.290
    65.000    30.000     0.270
    70.000    30.000     0.260
    75.000    30.000     0.270
    80.000    30.000     0.290
    85.000    30.000     0.300
    90.000    30.000     0.320
    95.000    30.000     0.330
   100.000    30.000     0.330
   105.000    30.000     0.330
   110.000    30.000     0.340
   115.000    30.000     0.340
   120.000    30.000     0.350
   125.000    30.000     0.360
   130.000    30.000     0.380
   135.000    30.000     0.410
   140.000    30.000     0.460
   145.000    30.000     0.530
   150.000    30.000     0.620
   155.000    30.000     0.730
   160.000    30.000     0.850
   165.000    30.000     0.960
   170.000    30.000     1.060
   175.000    30.000     1.120
   180.000    30.000     1.150
   185.000    30.000     1.140
  -170.000    30.000     1.100
  -165.000    30.000     1.030
  -160.000    30.000     0.960
  -155.000    30.000     0.880
  -150.000    30.000     0.790
  -145.000    30.000     0.710
  -140.000    30.000     0.630
  -135.000    30.000     0.550
  -130.000    30.000     0.470
  -125.000    30.000     0.420
  -120.000    30.000     0.380
  -115.000    30.000     0.370
  -110.000    30.000     0.380
  -105.000    30.000     0.410
  -100.000    30.000     0.450
   -95.000    30.000     0.480
   -90.000    30.000     0.490
   -85.000    30.000     0.490
   -80.000    30.000     0.480
   -75.000    30.000     0.460
   -70.000    30.000     0.440
   -65.000    30.000     0.430
   -60.000    30.000     0.430
   -55.000    30.000     0.450
   -50.000    30.000     0.490
   -45.000    30.000     0.540
   -40.000    30.000     0.610
   -35.000    30.000     0.690
   -30.000    30.000     0.780
   -25.000    30.000     0.870
   -20.000    30.000     0.970
   -15.000    30.000     1.050
   -10.000    30.000     1.120
    -5.000    30.000     1.160
     0.000    30.000     1.170
    -5.000    35.000     1.150
     0.000    35.000     1.160
     5.000    35.000     1.130
    10.000    35.000     1.060
    15.000    35.000     0.970
    20.000    35.000     0.860
    25.000    35.000     0.760
    30.000    35.000     0.660
    35.000    35.000     0.570
    40.000    35.000     0.500
    45.000    35.000     0.430
    50.000    35.000     0.360
    55.000    35.000     0.320
    60.000    35.000     0.290
    65.000    35.000     0.280
    70.000    35.000     0.290
    75.000    35.000     0.310
    80.000    35.000     0.340
    85.000    35.000     0.360
    90.000    35.000     0.360
    95.000    35.000     0.360
   100.000    35.000     0.350
   105.000    35.000     0.330
   110.000    35.000     0.320
   115.000    35.000     0.320
   120.000    35.000     0.310
   125.000    35.000     0.310
   130.000    35.000     0.310
   135.000    35.000     0.320
   140.000    35.000     0.350
   145.000    35.000     0.400
   150.000    35.000     0.490
   155.000    35.000     0.590
   160.000    35.000     0.720
   165.000    35.000     0.850
   170.000    35.000     0.950
   175.000    35.000     1.030
   180.000    35.000     1.050
   185.000    35.000     1.040
  -170.000    35.000     0.990
  -165.000    35.000     0.930
  -160.000    35.000     0.860
  -155.000    35.000     0.800
  -150.000    35.000     0.740
  -145.000    35.000     0.680
  -140.000    35.000     0.610
  -135.000    35.000     0.520
  -130.000    35.000     0.430
  -125.000    35.000     0.340
  -120.000    35.000     0.290
  -115.000    35.000     0.270
  -110.000    35.000     0.280
  -105.000    35.000     0.330
  -100.000    35.000     0.370
   -95.000    35.000     0.410
   -90.000    35.000     0.420
   -85.000    35.000     0.400
   -80.000    35.000     0.370
   -75.000    35.000     0.330
   -70.000    35.000     0.300
   -65.000    35.000     0.290
   -60.000    35.000     0.310
   -55.000    35.000     0.340
   -50.000    35.000     0.380
   -45.000    35.000     0.440
   -40.000    35.000     0.510
   -35.000    35.000     0.590
   -30.000    35.000     0.680
   -25.000    35.000     0.790
   -20.000    35.000     0.900
   -15.000    35.000     1.000
   -10.000    35.000     1.090
    -5.000    35.000     1.150
     0.000    35.000     1.160
    -5.000    40.000     1.110
     0.000    40.000     1.130
     5.000    40.000     1.100
    10.000    40.000     1.020
    15.000    40.000     0.900
    20.000    40.000     0.780
    25.000    40.000     0.670
    30.000    40.000     0.580
    35.000    40.000     0.520
    40.000    40.000     0.460
    45.000    40.000     0.420
    50.000    40.000     0.380
    55.000    40.000     0.350
    60.000    40.000     0.340
    65.000    40.000     0.360
    70.000    40.000     0.400
    75.000    40.000     0.460
    80.000    40.000     0.500
    85.000    40.000     0.530
    90.000    40.000     0.530
    95.000    40.000     0.500
   100.000    40.000     0.460
   105.000    40.000     0.420
   110.000    40.000     0.370
   115.000    40.000     0.340
   120.000    40.000     0.300
   125.000    40.000     0.280
   130.000    40.000     0.250
   135.000    40.000     0.230
   140.000    40.000     0.230
   145.000    40.000     0.250
   150.000    40.000     0.320
   155.000    40.000     0.420
   160.000    40.000     0.560
   165.000    40.000     0.700
   170.000    40.000     0.820
   175.000    40.000     0.900
   180.000    40.000     0.940
   185.000    40.000     0.920
  -170.000    40.000     0.870
  -165.000    40.000     0.810
  -160.000    40.000     0.760
  -155.000    40.000     0.730
  -150.000    40.000     0.700
  -145.000    40.000     0.670
  -140.000    40.000     0.600
  -135.000    40.000     0.500
  -130.000    40.000     0.380
  -125.000    40.000     0.270
  -120.000    40.000     0.200
  -115.000    40.000     0.180
  -110.000    40.000     0.210
  -105.000    40.000     0.280
  -100.000    40.000     0.350
   -95.000    40.000     0.390
   -90.000    40.000     0.400
   -85.000    40.000     0.360
   -80.000    40.000     0.300
   -75.000    40.000     0.250
   -70.000    40.000     0.210
   -65.000    40.000     0.200
   -60.000    40.000     0.220
   -55.000    40.000     0.260
   -50.000    40.000     0.310
   -45.000    40.000     0.360
   -40.000    40.000     0.420
   -35.000    40.000     0.490
   -30.000    40.000     0.570
   -25.000    40.000     0.670
   -20.000    40.000     0.800
   -15.000    40.000     0.920
   -10.000    40.000     1.030
    -5.000    40.000     1.110
     0.000    40.000     1.130
    -5.000    45.000     1.090
     0.000    45.000     1.130
     5.000    45.000     1.100
    10.000    45.000     1.000
    15.000    45.000     0.860
    20.000    45.000     0.710
    25.000    45.000     0.580
    30.000    45.000     0.500
    35.000    45.000     0.450
    40.000    45.000     0.420
    45.000    45.000     0.400
    50.000    45.000     0.400
    55.000    45.000     0.410
    60.000    45.000     0.450
    65.000    45.000     0.520
    70.000    45.000     0.610
    75.000    45.000     0.710
    80.000    45.000     0.800
    85.000    45.000     0.850
    90.000    45.000     0.850
    95.000    45.000     0.810
   100.000    45.000     0.740
   105.000    45.000     0.650
   110.000    45.000     0.560
   115.000    45.000     0.480
   120.000    45.000     0.390
   125.000    45.000     0.310
   130.000    45.000     0.230
   135.000    45.000     0.170
   140.000    45.000     0.130
   145.000    45.000     0.130
   150.000    45.000     0.190
   155.000    45.000     0.290
   160.000    45.000     0.440
   165.000    45.000     0.590
   170.000    45.000     0.730
   175.000    45.000     0.830
   180.000    45.000     0.870
   185.000    45.000     0.850
  -170.000    45.000     0.800
  -165.000    45.000     0.740
  -160.000    45.000     0.690
  -155.000    45.000     0.680
  -150.000    45.000     0.670
  -145.000    45.000     0.650
  -140.000    45.000     0.580
  -135.000    45.000     0.470
  -130.000    45.000     0.330
  -125.000    45.000     0.210
  -120.000    45.000     0.140
  -115.000    45.000     0.150
  -110.000    45.000     0.240
  -105.000    45.000     0.370
  -100.000    45.000     0.480
   -95.000    45.000     0.550
   -90.000    45.000     0.540
   -85.000    45.000     0.490
   -80.000    45.000     0.400
   -75.000    45.000     0.330
   -70.000    45.000     0.280
   -65.000    45.000     0.270
   -60.000    45.000     0.280
   -55.000    45.000     0.300
   -50.000    45.000     0.320
   -45.000    45.000     0.330
   -40.000    45.000     0.360
   -35.000    45.000     0.400
   -30.000    45.000     0.470
   -25.000    45.000     0.570
   -20.000    45.000     0.700
   -15.000    45.000     0.850
   -10.000    45.000     0.990
    -5.000    45.000     1.090
     0.000    45.000     1.130
    -5.000    50.000     1.110
     0.000    50.000     1.170
     5.000    50.000     1.140
    10.000    50.000     1.020
    15.000    50.000     0.850
    20.000    50.000     0.660
    25.000    50.000     0.510
    30.000    50.000     0.420
    35.000    50.000     0.380
    40.000    50.000     0.370
    45.000    50.000     0.390
    50.000    50.000     0.430
    55.000    50.000     0.500
    60.000    50.000     0.600
    65.000    50.000     0.730
    70.000    50.000     0.890
    75.000    50.000     1.050
    80.000    50.000     1.180
    85.000    50.000     1.270
    90.000    50.000     1.290
    95.000    50.000     1.260
   100.000    50.000     1.180
   105.000    50.000     1.080
   110.000    50.000     0.940
   115.000    50.000     0.790
   120.000    50.000     0.630
   125.000    50.000     0.460
   130.000    50.000     0.300
   135.000    50.000     0.180
   140.000    50.000     0.100
   145.000    50.000     0.100
   150.000    50.000     0.150
   155.000    50.000     0.260
   160.000    50.000     0.410
   165.000    50.000     0.580
   170.000    50.000     0.730
   175.000    50.000     0.850
   180.000    50.000     0.900
   185.000    50.000     0.890
  -170.000    50.000     0.820
  -165.000    50.000     0.740
  -160.000    50.000     0.680
  -155.000    50.000     0.650
  -150.000    50.000     0.630
  -145.000    50.000     0.590
  -140.000    50.000     0.520
  -135.000    50.000     0.400
  -130.000    50.000     0.270
  -125.000    50.000     0.180
  -120.000    50.000     0.180
  -115.000    50.000     0.270
  -110.000    50.000     0.450
  -105.000    50.000     0.660
  -100.000    50.000     0.840
   -95.000    50.000     0.940
   -90.000    50.000     0.940
   -85.000    50.000     0.870
   -80.000    50.000     0.770
   -75.000    50.000     0.680
   -70.000    50.000     0.610
   -65.000    50.000     0.570
   -60.000    50.000     0.530
   -55.000    50.000     0.480
   -50.000    50.000     0.410
   -45.000    50.000     0.360
   -40.000    50.000     0.330
   -35.000    50.000     0.350
   -30.000    50.000     0.410
   -25.000    50.000     0.510
   -20.000    50.000     0.650
   -15.000    50.000     0.810
   -10.000    50.000     0.980
    -5.000    50.000     1.110
     0.000    50.000     1.170
    -5.000    55.000     1.130
     0.000    55.000     1.210
     5.000    55.000     1.190
    10.000    55.000     1.060
    15.000    55.000     0.850
    20.000    55.000     0.640
    25.000    55.000     0.460
    30.000    55.000     0.350
    35.000    55.000     0.320
    40.000    55.000     0.330
    45.000    55.000     0.390
    50.000    55.000     0.480
    55.000    55.000     0.620
    60.000    55.000     0.800
    65.000    55.000     1.010
    70.000    55.000     1.220
    75.000    55.000     1.420
    80.000    55.000     1.590
    85.000    55.000     1.700
    90.000    55.000     1.760
    95.000    55.000     1.770
   100.000    55.000     1.720
   105.000    55.000     1.630
   110.000    55.000     1.480
   115.000    55.000     1.270
   120.000    55.000     1.020
   125.000    55.000     0.740
   130.000    55.000     0.480
   135.000    55.000     0.270
   140.000    55.000     0.160
   145.000    55.000     0.140
   150.000    55.000     0.200
   155.000    55.000     0.320
   160.000    55.000     0.460
   165.000    55.000     0.630
   170.000    55.000     0.790
   175.000    55.000     0.920
   180.000    55.000     1.000
   185.000    55.000     0.990
  -170.000    55.000     0.910
  -165.000    55.000     0.800
  -160.000    55.000     0.700
  -155.000    55.000     0.620
  -150.000    55.000     0.570
  -145.000    55.000     0.510
  -140.000    55.000     0.430
  -135.000    55.000     0.340
  -130.000    55.000     0.260
  -125.000    55.000     0.250
  -120.000    55.000     0.360
  -115.000    55.000     0.570
  -110.000    55.000     0.860
  -105.000    55.000     1.160
  -100.000    55.000     1.390
   -95.000    55.000     1.520
   -90.000    55.000     1.540
   -85.000    55.000     1.480
   -80.000    55.000     1.380
   -75.000    55.000     1.280
   -70.000    55.000     1.200
   -65.000    55.000     1.100
   -60.000    55.000     0.960
   -55.000    55.000     0.780
   -50.000    55.000     0.580
   -45.000    55.000     0.410
   -40.000    55.000     0.310
   -35.000    55.000     0.300
   -30.000    55.000     0.370
   -25.000    55.000     0.490
   -20.000    55.000     0.640
   -15.000    55.000     0.810
   -10.000    55.000     0.980
    -5.000    55.000     1.130
     0.000    55.000     1.210
    -5.000    60.000     1.120
     0.000    60.000     1.210
     5.000    60.000     1.190
    10.000    60.000     1.060
    15.000    60.000     0.840
    20.000    60.000     0.600
    25.000    60.000     0.410
    30.000    60.000     0.300
    35.000    60.000     0.260
    40.000    60.000     0.300
    45.000    60.000     0.400
    50.000    60.000     0.570
    55.000    60.000     0.810
    60.000    60.000     1.080
    65.000    60.000     1.350
    70.000    60.000     1.590
    75.000    60.000     1.790
    80.000    60.000     1.940
    85.000    60.000     2.050
    90.000    60.000     2.140
    95.000    60.000     2.190
   100.000    60.000     2.210
   105.000    60.000     2.170
   110.000    60.000     2.050
   115.000    60.000     1.820
   120.000    60.000     1.500
   125.000    60.000     1.110
   130.000    60.000     0.730
   135.000    60.000     0.440
   140.000    60.000     0.270
   145.000    60.000     0.230
   150.000    60.000     0.290
   155.000    60.000     0.390
   160.000    60.000     0.530
   165.000    60.000     0.670
   170.000    60.000     0.830
   175.000    60.000     0.970
   180.000    60.000     1.070
   185.000    60.000     1.080
  -170.000    60.000     1.000
  -165.000    60.000     0.860
  -160.000    60.000     0.710
  -155.000    60.000     0.590
  -150.000    60.000     0.500
  -145.000    60.000     0.420
  -140.000    60.000     0.350
  -135.000    60.000     0.300
  -130.000    60.000     0.320
  -125.000    60.000     0.440
  -120.000    60.000     0.680
  -115.000    60.000     1.000
  -110.000    60.000     1.380
  -105.000    60.000     1.720
  -100.000    60.000     1.990
   -95.000    60.000     2.130
   -90.000    60.000     2.160
   -85.000    60.000     2.120
   -80.000    60.000     2.050
   -75.000    60.000     1.980
   -70.000    60.000     1.890
   -65.000    60.000     1.730
   -60.000    60.000     1.480
   -55.000    60.000     1.130
   -50.000    60.000     0.760
   -45.000    60.000     0.450
   -40.000    60.000     0.280
   -35.000    60.000     0.260
   -30.000    60.000     0.350
   -25.000    60.000     0.490
   -20.000    60.000     0.640
   -15.000    60.000     0.800
   -10.000    60.000     0.970
    -5.000    60.000     1.120
     0.000    60.000     1.210
    -5.000    65.000     1.060
     0.000    65.000     1.150
     5.000    65.000     1.140
    10.000    65.000     1.010
    15.000    65.000     0.780
    20.000    65.000     0.550
    25.000    65.000     0.360
    30.000    65.000     0.250
    35.000    65.000     0.230
    40.000    65.000     0.290
    45.000    65.000     0.440
    50.000    65.000     0.700
    55.000    65.000     1.040
    60.000    65.000     1.410
    65.000    65.000     1.740
    70.000    65.000     1.980
    75.000    65.000     2.130
    80.000    65.000     2.210
    85.000    65.000     2.270
    90.000    65.000     2.340
    95.000    65.000     2.420
   100.000    65.000     2.500
   105.000    65.000     2.540
   110.000    65.000     2.500
   115.000    65.000     2.320
   120.000    65.000     1.980
   125.000    65.000     1.520
   130.000    65.000     1.030
   135.000    65.000     0.630
   140.000    65.000     0.390
   145.000    65.000     0.310
   150.000    65.000     0.340
   155.000    65.000     0.430
   160.000    65.000     0.530
   165.000    65.000     0.640
   170.000    65.000     0.790
   175.000    65.000     0.950
   180.000    65.000     1.080
   185.000    65.000     1.110
  -170.000    65.000     1.030
  -165.000    65.000     0.880
  -160.000    65.000     0.700
  -155.000    65.000     0.540
  -150.000    65.000     0.420
  -145.000    65.000     0.340
  -140.000    65.000     0.300
  -135.000    65.000     0.330
  -130.000    65.000     0.460
  -125.000    65.000     0.710
  -120.000    65.000     1.060
  -115.000    65.000     1.460
  -110.000    65.000     1.850
  -105.000    65.000     2.180
  -100.000    65.000     2.420
   -95.000    65.000     2.540
   -90.000    65.000     2.580
   -85.000    65.000     2.570
   -80.000    65.000     2.550
   -75.000    65.000     2.540
   -70.000    65.000     2.480
   -65.000    65.000     2.300
   -60.000    65.000     1.960
   -55.000    65.000     1.470
   -50.000    65.000     0.930
   -45.000    65.000     0.490
   -40.000    65.000     0.250
   -35.000    65.000     0.230
   -30.000    65.000     0.340
   -25.000    65.000     0.500
   -20.000    65.000     0.650
   -15.000    65.000     0.780
   -10.000    65.000     0.920
