          S1          S2          D1          D2      angS      angD      angN
 -0.2632E+02  0.2079E+03 -0.1673E-02  0.4597E-02     97.21    110.00    103.65
 -0.1901E+02  0.2092E+03 -0.1251E-02  0.4666E-02     95.19    105.00     93.80
 -0.1277E+02  0.2091E+03 -0.8345E-03  0.4732E-02     93.49    100.00     86.28
 -0.7258E+01  0.2085E+03 -0.4182E-03  0.4781E-02     91.99     95.00     85.29
 -0.2150E+01  0.2082E+03  0.1990E-06  0.4803E-02     90.59     90.00     88.35
  0.2906E+01  0.2082E+03  0.4193E-03  0.4797E-02     89.20     85.00     92.17
  0.8248E+01  0.2086E+03  0.8390E-03  0.4761E-02     87.74     80.00     94.01
  0.1430E+02  0.2090E+03  0.1259E-02  0.4698E-02     86.09     75.00     89.97
  0.2141E+02  0.2084E+03  0.1683E-02  0.4625E-02     84.13     70.00     80.93
  0.3077E+02  0.2059E+03  0.2117E-02  0.4540E-02     81.50     65.00     68.61
  0.4330E+02  0.1986E+03  0.2582E-02  0.4473E-02     77.70     60.00     50.65
  0.5456E+02  0.1858E+03  0.3125E-02  0.4463E-02     73.64     55.00     35.80
  0.6218E+02  0.1732E+03  0.3724E-02  0.4437E-02     70.25     50.00     28.23
  0.6713E+02  0.1631E+03  0.4344E-02  0.4344E-02     67.62     45.00     25.21
  0.7098E+02  0.1546E+03  0.4982E-02  0.4180E-02     65.34     40.00     24.32
  0.7443E+02  0.1470E+03  0.5639E-02  0.3949E-02     63.14     35.00     24.13
  0.7777E+02  0.1395E+03  0.6316E-02  0.3647E-02     60.87     30.00     24.27
  0.8127E+02  0.1318E+03  0.7006E-02  0.3266E-02     58.35     24.99     24.45
  0.8515E+02  0.1234E+03  0.7690E-02  0.2798E-02     55.38     20.00     24.05
  0.8960E+02  0.1131E+03  0.8339E-02  0.2234E-02     51.62     15.00     22.74
  0.9514E+02  0.9934E+02  0.8876E-02  0.1565E-02     46.24     10.00     20.48
  0.1033E+03  0.7469E+02  0.9102E-02  0.7966E-03     35.86      5.00     14.75
  0.1099E+03 -0.7355E+01  0.9099E-02  0.2885E-06     -3.83      0.00      5.61
  0.1086E+03 -0.1173E+03  0.8413E-02 -0.7356E-03    -47.20     -5.00      3.28
  0.1009E+03 -0.2098E+03  0.7251E-02 -0.1278E-02    -64.31     -9.99     -9.56
  0.9199E+02 -0.2514E+03  0.6276E-02 -0.1681E-02    -69.90    -15.00    -17.07
  0.8478E+02 -0.2718E+03  0.5443E-02 -0.1981E-02    -72.67    -20.00    -22.18
  0.7881E+02 -0.2852E+03  0.4721E-02 -0.2202E-02    -74.55    -25.00    -25.99
  0.7357E+02 -0.2952E+03  0.4098E-02 -0.2366E-02    -76.01    -30.00    -29.04
  0.6868E+02 -0.3036E+03  0.3555E-02 -0.2489E-02    -77.25    -35.00    -32.42
  0.6365E+02 -0.3109E+03  0.3081E-02 -0.2585E-02    -78.43    -40.00    -36.26
  0.5851E+02 -0.3175E+03  0.2659E-02 -0.2659E-02    -79.56    -45.00    -39.99
  0.5311E+02 -0.3235E+03  0.2279E-02 -0.2717E-02    -80.68    -50.00    -44.69
  0.4725E+02 -0.3289E+03  0.1934E-02 -0.2763E-02    -81.82    -55.00    -50.46
  0.4104E+02 -0.3335E+03  0.1616E-02 -0.2800E-02    -82.98    -60.00    -56.07
  0.3454E+02 -0.3374E+03  0.1319E-02 -0.2829E-02    -84.16    -65.01    -61.91
  0.2789E+02 -0.3405E+03  0.1038E-02 -0.2852E-02    -85.32    -70.01    -68.90
  0.2155E+02 -0.3425E+03  0.7690E-03 -0.2871E-02    -86.40    -75.01    -75.53
  0.1570E+02 -0.3437E+03  0.5089E-03 -0.2886E-02    -87.38    -80.00    -80.24
  0.1008E+02 -0.3445E+03  0.2528E-03 -0.2895E-02    -88.32    -85.01    -83.79
  0.4481E+01 -0.3449E+03 -0.1986E-07 -0.2899E-02    -89.26    -90.00    -87.45
