          S1          S2          D1          D2      angS      angD      angN
 -0.6674E+01  0.4498E+01 -0.1018E+00  0.7122E-01    146.02    145.03    138.92
 -0.6393E+01  0.4802E+01 -0.9600E-01  0.8044E-01    143.09    140.04    135.84
 -0.6080E+01  0.5108E+01 -0.8945E-01  0.8931E-01    139.97    135.05    133.28
 -0.5714E+01  0.5438E+01 -0.8207E-01  0.9765E-01    136.41    130.05    130.95
 -0.5239E+01  0.5830E+01 -0.7378E-01  0.1052E+00    131.94    125.04    128.35
 -0.4467E+01  0.6401E+01 -0.6429E-01  0.1114E+00    124.91    120.00    123.72
 -0.2821E+01  0.7288E+01 -0.5422E-01  0.1162E+00    111.16    115.01    114.93
 -0.1666E+01  0.7769E+01 -0.4351E-01  0.1194E+00    102.10    110.03    108.40
 -0.5556E+00  0.8057E+01 -0.3269E-01  0.1219E+00     93.94    105.02     97.02
 -0.1681E+00  0.8088E+01 -0.2172E-01  0.1232E+00     91.19    100.00     90.93
  0.9990E-01  0.8081E+01 -0.1083E-01  0.1239E+00     89.29     95.00     85.35
  0.3387E+00  0.8050E+01 -0.1939E-04  0.1242E+00     87.59     90.01     80.19
