          S1          S2          D1          D2      angS      angD      angN
 -0.4055E+01 -0.2096E+01 -0.1988E+00 -0.9263E-01   -152.66   -155.01   -156.30
 -0.4115E+01 -0.1952E+01 -0.2072E+00 -0.7539E-01   -154.63   -160.01   -158.04
 -0.4176E+01 -0.1794E+01 -0.2148E+00 -0.5748E-01   -156.76   -165.02   -159.72
 -0.4240E+01 -0.1613E+01 -0.2210E+00 -0.3894E-01   -159.17   -170.01   -161.28
 -0.4312E+01 -0.1388E+01 -0.2255E+00 -0.1972E-01   -162.16   -175.00   -162.97
 -0.4413E+01 -0.1031E+01 -0.2266E+00 -0.2233E-04   -166.85   -179.99   -165.68
 -0.4575E+01 -0.2045E+00 -0.2195E+00  0.1918E-01   -177.44   -185.00   -174.13
 -0.4649E+01  0.6129E+00 -0.2102E+00  0.3705E-01    172.49    170.01    178.61
 -0.4606E+01  0.1137E+01 -0.2037E+00  0.5455E-01    166.13    165.01    157.35
 -0.4460E+01  0.1373E+01 -0.2016E+00  0.7337E-01    162.89    160.00    146.48
 -0.4341E+01  0.1544E+01 -0.1976E+00  0.9207E-01    160.43    155.02    141.25
 -0.4221E+01  0.1677E+01 -0.1927E+00  0.1112E+00    158.33    150.03    135.55
 -0.4096E+01  0.1794E+01 -0.1868E+00  0.1309E+00    156.34    144.98    132.24
 -0.3964E+01  0.1911E+01 -0.1796E+00  0.1508E+00    154.26    139.99    131.12
 -0.3810E+01  0.2044E+01 -0.1708E+00  0.1708E+00    151.79    135.01    130.66
 -0.3604E+01  0.2218E+01 -0.1601E+00  0.1907E+00    148.39    130.02    128.56
 -0.3274E+01  0.2458E+01 -0.1474E+00  0.2105E+00    143.11    125.00    124.98
 -0.2191E+01  0.3156E+01 -0.1306E+00  0.2262E+00    124.76    120.00    121.12
 -0.4769E+00  0.4102E+01 -0.1078E+00  0.2312E+00     96.63    115.00    115.42
 -0.1675E-01  0.4308E+01 -0.8432E-01  0.2318E+00     90.22    109.99    117.60
  0.2728E+00  0.4468E+01 -0.6109E-01  0.2275E+00     86.51    105.03    105.46
  0.6745E+00  0.4431E+01 -0.4090E-01  0.2319E+00     81.34    100.00     78.51
  0.9307E+00  0.4360E+01 -0.2040E-01  0.2337E+00     77.95     94.99     74.12
  0.1133E+01  0.4301E+01  0.2422E-05  0.2325E+00     75.24     90.00     73.36
