          S1          S2          D1          D2      angS      angD      angN
 -0.3695E+01  0.2460E+01 -0.1846E+00  0.1292E+00    146.34    145.02    152.41
 -0.3588E+01  0.2645E+01 -0.1723E+00  0.1444E+00    143.60    140.03    146.16
 -0.3405E+01  0.2872E+01 -0.1594E+00  0.1592E+00    139.86    135.03    137.22
 -0.3118E+01  0.3131E+01 -0.1461E+00  0.1739E+00    134.88    130.03    129.78
 -0.2599E+01  0.3510E+01 -0.1314E+00  0.1876E+00    126.52    125.01    124.15
 -0.1125E+01  0.4326E+01 -0.1161E+00  0.2010E+00    104.58    120.02    112.90
 -0.8923E+00  0.4419E+01 -0.9661E-01  0.2068E+00    101.41    115.04    109.83
 -0.7698E+00  0.4461E+01 -0.7698E-01  0.2109E+00     99.79    110.05    106.97
 -0.6747E+00  0.4488E+01 -0.5756E-01  0.2142E+00     98.55    105.04    103.97
 -0.5930E+00  0.4506E+01 -0.3843E-01  0.2169E+00     97.50    100.05    100.84
 -0.5175E+00  0.4518E+01 -0.1932E-01  0.2191E+00     96.53     95.04     97.52
 -0.4437E+00  0.4526E+01  0.1438E-03  0.2210E+00     95.60     89.96     94.26
