          S1          S5          D1          D5      angS      angD      angN
  0.3276E+01 -0.6472E+01  0.6908E-01 -0.1196E+00    -63.15    -59.98    -61.96
  0.2998E+01 -0.6609E+01  0.5828E-01 -0.1249E+00    -65.60    -64.98    -65.95
  0.2736E+01 -0.6715E+01  0.4728E-01 -0.1297E+00    -67.83    -69.97    -69.87
  0.2470E+01 -0.6802E+01  0.3590E-01 -0.1340E+00    -70.05    -75.00    -73.87
  0.2188E+01 -0.6872E+01  0.2432E-01 -0.1378E+00    -72.34    -79.99    -77.84
  0.1870E+01 -0.6929E+01  0.1236E-01 -0.1410E+00    -74.90    -84.99    -81.44
  0.1476E+01 -0.6975E+01 -0.8190E-05 -0.1434E+00    -78.05    -90.00    -84.86
  0.9033E+00 -0.7005E+01 -0.1263E-01 -0.1444E+00    -82.65    -95.00    -89.01
 -0.2562E+00 -0.6943E+01 -0.2523E-01 -0.1431E+00    -92.11   -100.00    -96.34
 -0.2733E+01 -0.6349E+01 -0.3783E-01 -0.1412E+00   -113.29   -105.00   -109.16
 -0.3576E+01 -0.6022E+01 -0.4968E-01 -0.1366E+00   -120.71   -109.99   -114.34
 -0.4014E+01 -0.5808E+01 -0.6069E-01 -0.1302E+00   -124.65   -114.99   -118.26
 -0.4326E+01 -0.5629E+01 -0.7101E-01 -0.1231E+00   -127.54   -119.98   -121.64
 -0.4587E+01 -0.5458E+01 -0.8071E-01 -0.1154E+00   -130.04   -124.97   -125.00
 -0.4826E+01 -0.5280E+01 -0.8987E-01 -0.1073E+00   -132.43   -129.96   -128.60
 -0.5058E+01 -0.5082E+01 -0.9855E-01 -0.9870E-01   -134.86   -134.96   -132.07
 -0.5303E+01 -0.4846E+01 -0.1067E+00 -0.8963E-01   -137.57   -139.96   -135.78
 -0.5579E+01 -0.4539E+01 -0.1141E+00 -0.8006E-01   -140.87   -144.95   -140.26
 -0.5900E+01 -0.4113E+01 -0.1208E+00 -0.6985E-01   -145.12   -149.97   -145.38
 -0.6291E+01 -0.3467E+01 -0.1264E+00 -0.5901E-01   -151.14   -154.98   -151.75
 -0.6770E+01 -0.2366E+01 -0.1310E+00 -0.4771E-01   -160.73   -159.99   -159.64
 -0.7254E+01 -0.6327E+00 -0.1347E+00 -0.3609E-01   -175.02   -165.00   -171.40
 -0.7356E+01  0.3079E+00 -0.1369E+00 -0.2422E-01    177.60    190.03    182.12
 -0.7359E+01  0.7545E+00 -0.1371E+00 -0.1205E-01    174.15    185.02    178.18
 -0.7342E+01  0.1052E+01 -0.1362E+00 -0.8671E-04    171.85    180.04    174.96
 -0.7314E+01  0.1296E+01 -0.1346E+00  0.1168E-01    169.95    175.04    171.81
 -0.7276E+01  0.1518E+01 -0.1326E+00  0.2328E-01    168.22    170.04    168.63
 -0.7226E+01  0.1735E+01 -0.1300E+00  0.3475E-01    166.50    165.04    165.49
 -0.7160E+01  0.1963E+01 -0.1270E+00  0.4618E-01    164.67    160.02    162.62
 -0.7072E+01  0.2222E+01 -0.1233E+00  0.5748E-01    162.56    155.01    159.82
 -0.6936E+01  0.2558E+01 -0.1189E+00  0.6860E-01    159.76    150.01    156.33
 -0.6674E+01  0.3084E+01 -0.1132E+00  0.7926E-01    155.20    145.00    151.04
 -0.5966E+01  0.4121E+01 -0.1061E+00  0.8904E-01    145.37    140.00    141.97
 -0.4689E+01  0.5468E+01 -0.9846E-01  0.9846E-01    130.61    135.00    130.93
 -0.4000E+01  0.6012E+01 -0.8958E-01  0.1067E+00    123.64    130.00    125.62
 -0.3592E+01  0.6288E+01 -0.7956E-01  0.1136E+00    119.74    125.01    121.85
 -0.3276E+01  0.6472E+01 -0.6908E-01  0.1196E+00    116.85    120.02    118.04
 -0.2998E+01  0.6609E+01 -0.5828E-01  0.1249E+00    114.40    115.02    114.05
 -0.2736E+01  0.6715E+01 -0.4728E-01  0.1297E+00    112.17    110.03    110.13
 -0.2470E+01  0.6802E+01 -0.3590E-01  0.1340E+00    109.95    105.00    106.13
 -0.2188E+01  0.6872E+01 -0.2432E-01  0.1378E+00    107.66    100.01    102.16
 -0.1870E+01  0.6929E+01 -0.1236E-01  0.1410E+00    105.10     95.01     98.56
 -0.1476E+01  0.6975E+01  0.8190E-05  0.1434E+00    101.95     90.00     95.14
          S1          S5          D1          D5      angS      angD      angN
 -0.2094E+01  0.1161E+02 -0.7235E-05  0.8614E-01    100.22     90.00     94.65
 -0.3851E+00  0.1163E+02  0.7542E-02  0.8626E-01     91.90     85.00     88.05
  0.3780E+01  0.1103E+02  0.1506E-01  0.8547E-01     71.09     80.00     76.43
  0.5001E+01  0.1070E+02  0.2224E-01  0.8305E-01     64.95     75.01     72.45
  0.5786E+01  0.1043E+02  0.2901E-01  0.7978E-01     60.98     70.02     68.05
  0.6389E+01  0.1016E+02  0.3546E-01  0.7614E-01     57.83     65.03     63.53
  0.6938E+01  0.9860E+01  0.4158E-01  0.7217E-01     54.87     60.05     58.40
  0.7444E+01  0.9511E+01  0.4750E-01  0.6797E-01     51.95     55.05     52.76
  0.7893E+01  0.9137E+01  0.5319E-01  0.6350E-01     49.18     50.05     47.13
  0.8290E+01  0.8727E+01  0.5873E-01  0.5880E-01     46.47     45.03     41.97
  0.8669E+01  0.8273E+01  0.6403E-01  0.5378E-01     43.66     40.03     38.11
  0.9059E+01  0.7740E+01  0.6905E-01  0.4838E-01     40.51     35.02     34.69
  0.9497E+01  0.7060E+01  0.7366E-01  0.4255E-01     36.62     30.01     31.40
  0.1006E+02  0.6063E+01  0.7759E-01  0.3619E-01     31.08     25.01     27.22
  0.1118E+02  0.3153E+01  0.8111E-01  0.2952E-01     15.75     20.00     16.11
  0.1167E+02  0.9768E+00  0.8383E-01  0.2245E-01      4.79     15.00      8.98
  0.1180E+02 -0.2618E-01  0.8480E-01  0.1499E-01     -0.13     10.02      4.48
  0.1183E+02 -0.6089E+00  0.8495E-01  0.7468E-02     -2.95      5.02      0.77
  0.1182E+02 -0.1021E+01  0.8460E-01  0.2378E-04     -4.94      0.02     -2.47
  0.1180E+02 -0.1365E+01  0.8392E-01 -0.7325E-02     -6.60     -4.99     -5.65
  0.1176E+02 -0.1689E+01  0.8297E-01 -0.1462E-01     -8.17     -9.99     -8.91
  0.1169E+02 -0.2025E+01  0.8174E-01 -0.2189E-01     -9.83    -14.99    -12.24
  0.1159E+02 -0.2419E+01  0.8017E-01 -0.2918E-01    -11.79    -20.00    -15.70
  0.1142E+02 -0.2963E+01  0.7813E-01 -0.3643E-01    -14.55    -25.00    -19.91
  0.1098E+02 -0.3958E+01  0.7539E-01 -0.4353E-01    -19.82    -30.00    -25.95
  0.9705E+01 -0.6075E+01  0.7164E-01 -0.5017E-01    -32.04    -35.00    -33.87
  0.7559E+01 -0.8840E+01  0.6677E-01 -0.5603E-01    -49.47    -40.00    -44.70
  0.6742E+01 -0.9605E+01  0.6118E-01 -0.6117E-01    -54.93    -45.00    -48.92
  0.6236E+01 -0.1003E+02  0.5500E-01 -0.6552E-01    -58.12    -49.99    -51.53
  0.5814E+01 -0.1035E+02  0.4858E-01 -0.6933E-01    -60.67    -54.98    -54.27
  0.5422E+01 -0.1062E+02  0.4203E-01 -0.7273E-01    -62.95    -59.98    -57.56
  0.5032E+01 -0.1085E+02  0.3537E-01 -0.7577E-01    -65.11    -64.98    -61.68
  0.4628E+01 -0.1105E+02  0.2863E-01 -0.7854E-01    -67.27    -69.97    -66.42
  0.4186E+01 -0.1122E+02  0.2177E-01 -0.8104E-01    -69.53    -74.96    -71.07
  0.3658E+01 -0.1137E+02  0.1468E-01 -0.8322E-01    -72.17    -79.99    -75.94
  0.2994E+01 -0.1150E+02  0.7445E-02 -0.8501E-01    -75.41    -84.99    -80.72
  0.2094E+01 -0.1161E+02  0.7235E-05 -0.8614E-01    -79.78    -90.00    -85.35
  0.3851E+00 -0.1163E+02 -0.7542E-02 -0.8626E-01    -88.10    -95.00    -91.95
 -0.3780E+01 -0.1103E+02 -0.1506E-01 -0.8547E-01   -108.91   -100.00   -103.57
 -0.5001E+01 -0.1070E+02 -0.2224E-01 -0.8305E-01   -115.05   -104.99   -107.55
 -0.5786E+01 -0.1043E+02 -0.2901E-01 -0.7978E-01   -119.02   -109.98   -111.95
 -0.6389E+01 -0.1016E+02 -0.3546E-01 -0.7614E-01   -122.17   -114.97   -116.47
 -0.6938E+01 -0.9860E+01 -0.4158E-01 -0.7217E-01   -125.13   -119.95   -121.60
 -0.7444E+01 -0.9511E+01 -0.4750E-01 -0.6797E-01   -128.05   -124.95   -127.24
 -0.7893E+01 -0.9137E+01 -0.5319E-01 -0.6350E-01   -130.82   -129.95   -132.87
 -0.8290E+01 -0.8727E+01 -0.5873E-01 -0.5880E-01   -133.53   -134.97   -138.03
 -0.8669E+01 -0.8273E+01 -0.6403E-01 -0.5378E-01   -136.34   -139.97   -141.89
 -0.9059E+01 -0.7740E+01 -0.6905E-01 -0.4838E-01   -139.49   -144.98   -145.31
 -0.9497E+01 -0.7060E+01 -0.7366E-01 -0.4255E-01   -143.38   -149.99   -148.60
 -0.1006E+02 -0.6063E+01 -0.7759E-01 -0.3619E-01   -148.92   -154.99   -152.78
 -0.1118E+02 -0.3153E+01 -0.8111E-01 -0.2952E-01   -164.25   -160.00   -163.89
 -0.1167E+02 -0.9768E+00 -0.8383E-01 -0.2245E-01   -175.21   -165.00   -172.85
 -0.1180E+02  0.2618E-01 -0.8480E-01 -0.1499E-01    179.87    190.02    184.29
 -0.1183E+02  0.6089E+00 -0.8495E-01 -0.7468E-02    177.05    185.02    180.77
 -0.1182E+02  0.1021E+01 -0.8460E-01 -0.2378E-04    175.06    180.02    177.53
 -0.1180E+02  0.1365E+01 -0.8392E-01  0.7325E-02    173.40    175.01    174.35
 -0.1176E+02  0.1689E+01 -0.8297E-01  0.1462E-01    171.83    170.01    171.09
 -0.1169E+02  0.2025E+01 -0.8174E-01  0.2189E-01    170.17    165.01    167.76
 -0.1159E+02  0.2419E+01 -0.8017E-01  0.2918E-01    168.21    160.00    164.30
 -0.1142E+02  0.2963E+01 -0.7813E-01  0.3643E-01    165.45    155.00    160.09
 -0.1098E+02  0.3958E+01 -0.7539E-01  0.4353E-01    160.18    150.00    154.05
 -0.9705E+01  0.6075E+01 -0.7164E-01  0.5017E-01    147.96    145.00    146.13
 -0.7559E+01  0.8840E+01 -0.6677E-01  0.5603E-01    130.53    140.00    135.30
 -0.6742E+01  0.9605E+01 -0.6118E-01  0.6117E-01    125.07    135.00    131.08
 -0.6236E+01  0.1003E+02 -0.5500E-01  0.6552E-01    121.88    130.01    128.47
 -0.5814E+01  0.1035E+02 -0.4858E-01  0.6933E-01    119.33    125.02    125.73
 -0.5422E+01  0.1062E+02 -0.4203E-01  0.7273E-01    117.05    120.02    122.44
 -0.5032E+01  0.1085E+02 -0.3537E-01  0.7577E-01    114.89    115.02    118.32
 -0.4628E+01  0.1105E+02 -0.2863E-01  0.7854E-01    112.73    110.03    113.58
 -0.4186E+01  0.1122E+02 -0.2177E-01  0.8104E-01    110.47    105.04    108.93
 -0.3658E+01  0.1137E+02 -0.1468E-01  0.8322E-01    107.83    100.01    104.06
 -0.2994E+01  0.1150E+02 -0.7445E-02  0.8501E-01    104.59     95.01     99.28
 -0.2094E+01  0.1161E+02 -0.7235E-05  0.8614E-01    100.22     90.00     94.65
