          Evm          Svm          E11          E22          E33          E23          E13          E12             SCAU11       SCAU22       SCAU33       SCAU23       SCAU13       SCAU12      TEMP      TIME    TAYLAV      WORKAV
  0.37521E+00  0.48913E+01    -0.22320E-01  0.23573E-01 -0.12525E-02  0.00000E+00  0.00000E+00  0.32500E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.11872E-01  0.67034E-01  0.28232E+01      298.      0.65     2.096  0.1342E+01
  0.40407E+00  0.50641E+01    -0.25585E-01  0.27045E-01 -0.14608E-02  0.00000E+00  0.00000E+00  0.35000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.12471E-01  0.72038E-01  0.29229E+01      298.      0.70     2.093  0.1472E+01
  0.43293E+00  0.52356E+01    -0.28983E-01  0.30647E-01 -0.16640E-02  0.00000E+00  0.00000E+00  0.37500E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.14237E-01  0.78680E-01  0.30217E+01      298.      0.75     2.089  0.1606E+01
  0.46178E+00  0.54063E+01    -0.32520E-01  0.34386E-01 -0.18653E-02  0.00000E+00  0.00000E+00  0.40000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.16581E-01  0.86293E-01  0.31201E+01      298.      0.80     2.086  0.1745E+01
  0.49064E+00  0.55759E+01    -0.36188E-01  0.38257E-01 -0.20695E-02  0.00000E+00  0.00000E+00  0.42500E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.18492E-01  0.93587E-01  0.32178E+01      298.      0.85     2.082  0.1888E+01
  0.51949E+00  0.57441E+01    -0.39956E-01  0.42233E-01 -0.22770E-02  0.00000E+00  0.00000E+00  0.45000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.17689E-01  0.99426E-01  0.33148E+01      298.      0.90     2.078  0.2035E+01
  0.54835E+00  0.59115E+01    -0.43797E-01  0.46280E-01 -0.24832E-02  0.00000E+00  0.00000E+00  0.47500E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.13938E-01  0.10431E+00  0.34114E+01      298.      0.95     2.074  0.2187E+01
  0.57720E+00  0.60782E+01    -0.47702E-01  0.50386E-01 -0.26841E-02  0.00000E+00  0.00000E+00  0.50000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.95842E-02  0.10893E+00  0.35075E+01      298.      1.00     2.070  0.2343E+01
  0.60606E+00  0.62445E+01    -0.51681E-01  0.54563E-01 -0.28812E-02  0.00000E+00  0.00000E+00  0.52500E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.62640E-02  0.11299E+00  0.36035E+01      298.      1.05     2.066  0.2504E+01
  0.63491E+00  0.64101E+01    -0.55747E-01  0.58824E-01 -0.30765E-02  0.00000E+00  0.00000E+00  0.55000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.40256E-02  0.11587E+00  0.36991E+01      298.      1.10     2.062  0.2669E+01
  0.66376E+00  0.65744E+01    -0.59901E-01  0.63171E-01 -0.32702E-02  0.00000E+00  0.00000E+00  0.57500E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.21892E-02  0.11738E+00  0.37939E+01      298.      1.15     2.057  0.2839E+01
  0.69262E+00  0.67372E+01    -0.64127E-01  0.67588E-01 -0.34614E-02  0.00000E+00  0.00000E+00  0.60000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.41306E-04  0.11741E+00  0.38879E+01      298.      1.20     2.053  0.3013E+01
  0.72147E+00  0.68988E+01    -0.68400E-01  0.72049E-01 -0.36487E-02  0.00000E+00  0.00000E+00  0.62500E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.29131E-02  0.11690E+00  0.39813E+01      298.      1.25     2.049  0.3192E+01
  0.75033E+00  0.70590E+01    -0.72700E-01  0.76533E-01 -0.38328E-02  0.00000E+00  0.00000E+00  0.65000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.71526E-02  0.11626E+00  0.40739E+01      298.      1.30     2.045  0.3375E+01
  0.77918E+00  0.72187E+01    -0.77012E-01  0.81026E-01 -0.40149E-02  0.00000E+00  0.00000E+00  0.67500E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.12725E-01  0.11588E+00  0.41661E+01      298.      1.35     2.041  0.3563E+01
  0.80804E+00  0.73771E+01    -0.81327E-01  0.85525E-01 -0.41979E-02  0.00000E+00  0.00000E+00  0.70000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.17517E-01  0.11567E+00  0.42576E+01      298.      1.40     2.036  0.3755E+01
  0.83689E+00  0.75342E+01    -0.85635E-01  0.90019E-01 -0.43840E-02  0.00000E+00  0.00000E+00  0.72500E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.18385E-01  0.11487E+00  0.43483E+01      298.      1.45     2.032  0.3952E+01
  0.86575E+00  0.76910E+01    -0.89930E-01  0.94503E-01 -0.45728E-02  0.00000E+00  0.00000E+00  0.75000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.15036E-01  0.11403E+00  0.44389E+01      298.      1.50     2.028  0.4153E+01
  0.89461E+00  0.78483E+01    -0.94215E-01  0.98979E-01 -0.47631E-02  0.00000E+00  0.00000E+00  0.77500E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.12659E-01  0.11443E+00  0.45297E+01      298.      1.55     2.024  0.4358E+01
  0.92347E+00  0.80053E+01    -0.98495E-01  0.10345E+00 -0.49533E-02  0.00000E+00  0.00000E+00  0.80000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.13939E-01  0.11652E+00  0.46204E+01      298.      1.60     2.020  0.4568E+01
  0.95233E+00  0.81622E+01    -0.10276E+00  0.10791E+00 -0.51425E-02  0.00000E+00  0.00000E+00  0.82500E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.17029E-01  0.11992E+00  0.47109E+01      298.      1.65     2.017  0.4783E+01
  0.98118E+00  0.83184E+01    -0.10701E+00  0.11234E+00 -0.53313E-02  0.00000E+00  0.00000E+00  0.85000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.20597E-01  0.12358E+00  0.48010E+01      298.      1.70     2.014  0.5001E+01
  0.10100E+01  0.84738E+01    -0.11122E+00  0.11674E+00 -0.55185E-02  0.00000E+00  0.00000E+00  0.87500E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.23231E-01  0.12688E+00  0.48906E+01      298.      1.75     2.011  0.5224E+01
  0.10389E+01  0.86297E+01    -0.11539E+00  0.12110E+00 -0.57047E-02  0.00000E+00  0.00000E+00  0.90000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.25424E-01  0.12933E+00  0.49806E+01      298.      1.80     2.008  0.5451E+01
  0.10678E+01  0.87858E+01    -0.11952E+00  0.12541E+00 -0.58891E-02  0.00000E+00  0.00000E+00  0.92500E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.26888E-01  0.13053E+00  0.50707E+01      298.      1.85     2.005  0.5683E+01
  0.10966E+01  0.89408E+01    -0.12362E+00  0.12969E+00 -0.60705E-02  0.00000E+00  0.00000E+00  0.95000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.27496E-01  0.13055E+00  0.51603E+01      298.      1.90     2.002  0.5919E+01
  0.11255E+01  0.90966E+01    -0.12768E+00  0.13393E+00 -0.62484E-02  0.00000E+00  0.00000E+00  0.97500E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.28356E-01  0.12909E+00  0.52503E+01      298.      1.95     2.000  0.6159E+01
  0.11543E+01  0.92520E+01    -0.13172E+00  0.13814E+00 -0.64217E-02  0.00000E+00  0.00000E+00  0.10000E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.29251E-01  0.12644E+00  0.53401E+01      298.      2.00     1.998  0.6403E+01
 
  0.11543E+01  0.92512E+01    -0.13172E+00  0.13814E+00 -0.64217E-02  0.00000E+00  0.00000E+00  0.10000E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.29222E-01  0.12653E+00  0.53396E+01      298.      2.00     1.997  0.1939E+02
  0.11832E+01  0.94076E+01    -0.13574E+00  0.14233E+00 -0.65907E-02  0.00000E+00  0.00000E+00  0.10250E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.29536E-01  0.12409E+00  0.54300E+01      298.      2.05     1.996  0.1964E+02
  0.12120E+01  0.95619E+01    -0.13972E+00  0.14647E+00 -0.67530E-02  0.00000E+00  0.00000E+00  0.10500E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.28708E-01  0.12214E+00  0.55191E+01      298.      2.10     1.993  0.1989E+02
  0.12409E+01  0.97180E+01    -0.14365E+00  0.15057E+00 -0.69106E-02  0.00000E+00  0.00000E+00  0.10750E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.28039E-01  0.12044E+00  0.56093E+01      298.      2.15     1.991  0.2015E+02
  0.12698E+01  0.98783E+01    -0.14756E+00  0.15462E+00 -0.70635E-02  0.00000E+00  0.00000E+00  0.11000E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.28429E-01  0.12038E+00  0.57019E+01      298.      2.20     1.990  0.2041E+02
  0.12986E+01  0.10035E+02    -0.15151E+00  0.15872E+00 -0.72042E-02  0.00000E+00  0.00000E+00  0.11250E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.27592E-01  0.11994E+00  0.57923E+01      298.      2.25     1.989  0.2067E+02
  0.13275E+01  0.10192E+02    -0.15543E+00  0.16277E+00 -0.73401E-02  0.00000E+00  0.00000E+00  0.11500E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.26438E-01  0.11872E+00  0.58829E+01      298.      2.30     1.987  0.2094E+02
  0.13564E+01  0.10347E+02    -0.15931E+00  0.16679E+00 -0.74728E-02  0.00000E+00  0.00000E+00  0.11750E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.24372E-01  0.11658E+00  0.59726E+01      298.      2.35     1.986  0.2122E+02
  0.13852E+01  0.10506E+02    -0.16316E+00  0.17077E+00 -0.76053E-02  0.00000E+00  0.00000E+00  0.12000E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.22306E-01  0.11286E+00  0.60643E+01      298.      2.40     1.985  0.2150E+02
  0.14141E+01  0.10663E+02    -0.16699E+00  0.17473E+00 -0.77350E-02  0.00000E+00  0.00000E+00  0.12250E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.21474E-01  0.10751E+00  0.61552E+01      298.      2.45     1.984  0.2178E+02
  0.14429E+01  0.10818E+02    -0.17080E+00  0.17866E+00 -0.78632E-02  0.00000E+00  0.00000E+00  0.12500E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.21158E-01  0.10230E+00  0.62448E+01      298.      2.50     1.983  0.2207E+02
  0.14718E+01  0.10977E+02    -0.17458E+00  0.18257E+00 -0.79911E-02  0.00000E+00  0.00000E+00  0.12750E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.21438E-01  0.97716E-01  0.63370E+01      298.      2.55     1.982  0.2236E+02
  0.15007E+01  0.11133E+02    -0.17835E+00  0.18646E+00 -0.81150E-02  0.00000E+00  0.00000E+00  0.13000E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.22848E-01  0.95485E-01  0.64271E+01      298.      2.60     1.981  0.2265E+02
  0.15295E+01  0.11292E+02    -0.18209E+00  0.19033E+00 -0.82362E-02  0.00000E+00  0.00000E+00  0.13250E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.24557E-01  0.93444E-01  0.65185E+01      298.      2.65     1.980  0.2295E+02
  0.15584E+01  0.11450E+02    -0.18580E+00  0.19415E+00 -0.83534E-02  0.00000E+00  0.00000E+00  0.13500E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.26420E-01  0.90996E-01  0.66101E+01      298.      2.70     1.980  0.2326E+02
  0.15873E+01  0.11607E+02    -0.18948E+00  0.19795E+00 -0.84667E-02  0.00000E+00  0.00000E+00  0.13750E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.29059E-01  0.88303E-01  0.67006E+01      298.      2.75     1.979  0.2357E+02
  0.16161E+01  0.11769E+02    -0.19312E+00  0.20170E+00 -0.85767E-02  0.00000E+00  0.00000E+00  0.14000E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.30687E-01  0.84600E-01  0.67941E+01      298.      2.80     1.979  0.2388E+02
  0.16450E+01  0.11929E+02    -0.19673E+00  0.20541E+00 -0.86789E-02  0.00000E+00  0.00000E+00  0.14250E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.30910E-01  0.80197E-01  0.68868E+01      298.      2.85     1.979  0.2420E+02
  0.16739E+01  0.12089E+02    -0.20030E+00  0.20907E+00 -0.87754E-02  0.00000E+00  0.00000E+00  0.14500E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.30830E-01  0.74521E-01  0.69793E+01      298.      2.90     1.979  0.2452E+02
  0.17027E+01  0.12250E+02    -0.20381E+00  0.21267E+00 -0.88686E-02  0.00000E+00  0.00000E+00  0.14750E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.29925E-01  0.70734E-01  0.70718E+01      298.      2.95     1.979  0.2485E+02
  0.17316E+01  0.12414E+02    -0.20726E+00  0.21622E+00 -0.89611E-02  0.00000E+00  0.00000E+00  0.15000E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.28124E-01  0.68940E-01  0.71666E+01      298.      3.00     1.980  0.2518E+02
  0.17605E+01  0.12578E+02    -0.21067E+00  0.21972E+00 -0.90518E-02  0.00000E+00  0.00000E+00  0.15250E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.23849E-01  0.68379E-01  0.72616E+01      298.      3.05     1.981  0.2552E+02
  0.17893E+01  0.12743E+02    -0.21403E+00  0.22317E+00 -0.91391E-02  0.00000E+00  0.00000E+00  0.15500E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.19105E-01  0.67603E-01  0.73568E+01      298.      3.10     1.981  0.2586E+02
  0.18182E+01  0.12908E+02    -0.21734E+00  0.22657E+00 -0.92236E-02  0.00000E+00  0.00000E+00  0.15750E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.17778E-01  0.63699E-01  0.74521E+01      298.      3.15     1.982  0.2620E+02
  0.18471E+01  0.13074E+02    -0.22061E+00  0.22992E+00 -0.93062E-02  0.00000E+00  0.00000E+00  0.16000E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.19344E-01  0.58425E-01  0.75482E+01      298.      3.20     1.983  0.2655E+02
  0.18759E+01  0.13243E+02    -0.22383E+00  0.23321E+00 -0.93872E-02  0.00000E+00  0.00000E+00  0.16250E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.17834E-01  0.54856E-01  0.76455E+01      298.      3.25     1.985  0.2690E+02
  0.19048E+01  0.13409E+02    -0.22699E+00  0.23645E+00 -0.94640E-02  0.00000E+00  0.00000E+00  0.16500E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.15853E-01  0.52348E-01  0.77417E+01      298.      3.30     1.986  0.2726E+02
  0.19337E+01  0.13583E+02    -0.23008E+00  0.23962E+00 -0.95360E-02  0.00000E+00  0.00000E+00  0.16750E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.15473E-01  0.50459E-01  0.78422E+01      298.      3.35     1.988  0.2762E+02
  0.19625E+01  0.13730E+02    -0.23313E+00  0.24274E+00 -0.96028E-02  0.00000E+00  0.00000E+00  0.17000E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.18770E-01  0.48059E-01  0.79268E+01      298.      3.40     1.986  0.2799E+02
  0.19914E+01  0.13901E+02    -0.23610E+00  0.24578E+00 -0.96753E-02  0.00000E+00  0.00000E+00  0.17250E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.26316E-01  0.46514E-01  0.80257E+01      298.      3.45     1.988  0.2836E+02
  0.20203E+01  0.14072E+02    -0.23903E+00  0.24878E+00 -0.97449E-02  0.00000E+00  0.00000E+00  0.17500E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.36834E-01  0.44452E-01  0.81241E+01      298.      3.50     1.989  0.2874E+02
  0.20491E+01  0.14245E+02    -0.24193E+00  0.25174E+00 -0.98117E-02  0.00000E+00  0.00000E+00  0.17750E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.47638E-01  0.41468E-01  0.82239E+01      298.      3.55     1.991  0.2912E+02
  0.20780E+01  0.14416E+02    -0.24479E+00  0.25467E+00 -0.98750E-02  0.00000E+00  0.00000E+00  0.18000E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.58017E-01  0.38313E-01  0.83230E+01      298.      3.60     1.992  0.2951E+02
  0.21069E+01  0.14591E+02    -0.24762E+00  0.25755E+00 -0.99347E-02  0.00000E+00  0.00000E+00  0.18250E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.65470E-01  0.35999E-01  0.84235E+01      298.      3.65     1.995  0.2990E+02
  0.21357E+01  0.14766E+02    -0.25038E+00  0.26037E+00 -0.99903E-02  0.00000E+00  0.00000E+00  0.18500E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.73715E-01  0.33319E-01  0.85245E+01      298.      3.70     1.996  0.3029E+02
  0.21646E+01  0.14941E+02    -0.25310E+00  0.26314E+00 -0.10044E-01  0.00000E+00  0.00000E+00  0.18750E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.82076E-01  0.28564E-01  0.86256E+01      298.      3.75     1.998  0.3069E+02
  0.21934E+01  0.15116E+02    -0.25578E+00  0.26587E+00 -0.10096E-01  0.00000E+00  0.00000E+00  0.19000E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.92515E-01  0.20554E-01  0.87265E+01      298.      3.80     2.000  0.3109E+02
  0.22223E+01  0.15290E+02    -0.25841E+00  0.26856E+00 -0.10147E-01  0.00000E+00  0.00000E+00  0.19250E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.10607E+00  0.13124E-01  0.88269E+01      298.      3.85     2.002  0.3150E+02
  0.22512E+01  0.15467E+02    -0.26101E+00  0.27121E+00 -0.10196E-01  0.00000E+00  0.00000E+00  0.19500E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.11989E+00  0.52218E-02  0.89289E+01      298.      3.90     2.004  0.3192E+02
  0.22800E+01  0.15645E+02    -0.26357E+00  0.27382E+00 -0.10241E-01  0.00000E+00  0.00000E+00  0.19750E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.12510E+00 -0.57085E-02  0.90316E+01      298.      3.95     2.006  0.3234E+02
  0.23089E+01  0.15821E+02    -0.26610E+00  0.27639E+00 -0.10284E-01  0.00000E+00  0.00000E+00  0.20000E+01     0.00000E+00  0.00000E+00  0.00000E+00 -0.12009E+00 -0.17480E-01  0.91337E+01      298.      4.00     2.008  0.3276E+02
 
