   STRAIN    AVACS    MODE1    MODE2
   0.2300   2.9446   0.7390   0.2610
   0.2310   2.9425   0.7389   0.2611
   0.2320   2.9406   0.7388   0.2612
   0.2330   2.9521   0.7388   0.2612
   0.2340   2.9563   0.7387   0.2613
   0.2350   2.9580   0.7386   0.2614
   0.2360   2.9575   0.7385   0.2615
   0.2370   2.9582   0.7385   0.2615
   0.2380   2.9589   0.7383   0.2617
   0.2390   2.9550   0.7382   0.2618
   0.2400   2.9551   0.7381   0.2619
   0.2410   2.9570   0.7381   0.2619
   0.2420   2.9554   0.7380   0.2620
   0.2430   2.9602   0.7379   0.2621
   0.2440   2.9612   0.7378   0.2622
   0.2450   2.9564   0.7377   0.2623
   0.2460   2.9646   0.7376   0.2624
   0.2470   2.9653   0.7376   0.2624
   0.2480   2.9691   0.7375   0.2625
   0.2490   2.9818   0.7374   0.2626
   0.2500   2.9840   0.7373   0.2627
   0.2510   2.9867   0.7372   0.2628
   0.2520   2.9879   0.7371   0.2629
   0.2530   2.9930   0.7370   0.2630
   0.2540   2.9846   0.7369   0.2631
   0.2550   2.9915   0.7368   0.2632
   0.2560   2.9907   0.7367   0.2633
   0.2570   2.9904   0.7366   0.2634
   0.2580   2.9852   0.7366   0.2634
   0.2590   2.9860   0.7365   0.2635
   0.2600   2.9851   0.7364   0.2636
   0.2610   2.9835   0.7363   0.2637
   0.2620   2.9719   0.7362   0.2638
   0.2630   2.9684   0.7361   0.2639
   0.2640   2.9680   0.7360   0.2640
   0.2650   2.9648   0.7359   0.2641
   0.2660   2.9713   0.7358   0.2642
   0.2670   2.9721   0.7357   0.2643
   0.2680   2.9742   0.7356   0.2644
   0.2690   2.9722   0.7355   0.2645
   0.2700   2.9759   0.7354   0.2646
   0.2710   2.9947   0.7353   0.2647
   0.2720   2.9822   0.7352   0.2648
   0.2730   2.9783   0.7351   0.2649
   0.2740   2.9792   0.7351   0.2649
   0.2750   2.9784   0.7350   0.2650
   0.2760   2.9784   0.7349   0.2651
   0.2770   2.9749   0.7348   0.2652
   0.2780   2.9713   0.7347   0.2653
   0.2790   2.9720   0.7346   0.2654
   0.2800   2.9755   0.7345   0.2655
   0.2810   2.9757   0.7344   0.2656
   0.2820   2.9683   0.7343   0.2657
   0.2830   2.9761   0.7342   0.2658
   0.2840   2.9767   0.7341   0.2659
   0.2850   2.9771   0.7340   0.2660
   0.2860   2.9752   0.7339   0.2661
   0.2870   2.9678   0.7338   0.2662
   0.2880   2.9681   0.7337   0.2663
   0.2890   2.9685   0.7336   0.2664
   0.2900   2.9795   0.7335   0.2665
   0.2910   2.9818   0.7334   0.2666
   0.2920   2.9835   0.7333   0.2667
   0.2930   2.9854   0.7332   0.2668
   0.2940   2.9743   0.7331   0.2669
   0.2950   2.9764   0.7330   0.2670
   0.2960   2.9730   0.7329   0.2671
   0.2970   2.9792   0.7328   0.2672
   0.2980   2.9945   0.7327   0.2673
   0.2990   2.9930   0.7326   0.2674
   0.3000   2.9949   0.7325   0.2675
   STRAIN    AVACS    MODE1    MODE2
   0.3000   2.9947   0.7325   0.2675
   0.3010   3.1336   0.7243   0.2757
   0.3020   2.9312   0.7310   0.2690
   0.3030   2.9374   0.7310   0.2690
   0.3040   2.9352   0.7310   0.2690
   0.3050   2.9425   0.7309   0.2691
   0.3060   2.9331   0.7309   0.2691
   0.3070   2.9409   0.7308   0.2692
   0.3080   2.9330   0.7307   0.2693
   0.3090   2.9297   0.7306   0.2694
   0.3100   2.9369   0.7306   0.2694
   0.3110   2.9394   0.7305   0.2695
   0.3120   2.9468   0.7304   0.2696
   0.3130   2.9490   0.7304   0.2696
   0.3140   2.9397   0.7303   0.2697
   0.3150   2.9387   0.7303   0.2697
   0.3160   2.9461   0.7303   0.2697
   0.3170   2.9479   0.7303   0.2697
   0.3180   2.9670   0.7303   0.2697
   0.3190   2.9661   0.7303   0.2697
   0.3200   2.9694   0.7303   0.2697
   0.3210   2.9744   0.7299   0.2701
   0.3220   2.9722   0.7303   0.2697
   0.3230   2.9722   0.7303   0.2697
   0.3240   2.9732   0.7303   0.2697
   0.3250   2.9767   0.7303   0.2697
   0.3260   2.9793   0.7302   0.2698
   0.3270   2.9788   0.7305   0.2695
   0.3280   2.9821   0.7305   0.2695
   0.3290   2.9984   0.7324   0.2676
   0.3300   2.9839   0.7306   0.2694
   0.3310   2.9904   0.7314   0.2686
   0.3320   2.9855   0.7310   0.2690
   0.3330   2.9878   0.7307   0.2693
   0.3340   2.9849   0.7305   0.2695
   0.3350   2.9900   0.7307   0.2693
   0.3360   2.9866   0.7314   0.2686
   0.3370   2.9848   0.7313   0.2687
   0.3380   2.9877   0.7316   0.2684
   0.3390   2.9833   0.7313   0.2687
   0.3400   2.9874   0.7317   0.2683
   0.3410   3.0022   0.7256   0.2744
   0.3420   2.9975   0.7293   0.2707
   0.3430   2.9905   0.7300   0.2700
   0.3440   2.9908   0.7320   0.2680
   0.3450   2.9936   0.7324   0.2676
   0.3460   2.9948   0.7324   0.2676
   0.3470   2.9978   0.7335   0.2665
   0.3480   2.9958   0.7324   0.2676
   0.3490   2.9811   0.7330   0.2670
   0.3500   2.9814   0.7324   0.2676
   0.3510   2.9862   0.7329   0.2671
   0.3520   2.9851   0.7329   0.2671
   0.3530   2.9899   0.7326   0.2674
   0.3540   2.9887   0.7320   0.2680
   0.3550   2.9824   0.7334   0.2666
   0.3560   2.9809   0.7332   0.2668
   0.3570   2.9777   0.7337   0.2663
   0.3580   2.9761   0.7339   0.2661
   0.3590   2.9656   0.7340   0.2660
   0.3600   2.9648   0.7341   0.2659
   0.3610   2.9643   0.7343   0.2657
   0.3620   2.9719   0.7349   0.2651
   0.3630   2.9674   0.7354   0.2646
   0.3640   2.9636   0.7357   0.2643
   0.3650   2.9598   0.7370   0.2630
   0.3660   2.9720   0.7353   0.2647
   0.3670   2.9622   0.7339   0.2661
   0.3680   2.9577   0.7335   0.2665
   0.3690   2.9560   0.7346   0.2654
   0.3700   2.9458   0.7347   0.2653
   0.3710   2.9439   0.7351   0.2649
   0.3720   2.9257   0.7347   0.2653
   0.3730   2.9267   0.7353   0.2647
   0.3740   2.9276   0.7350   0.2650
   0.3750   2.9282   0.7362   0.2638
   0.3760   2.9267   0.7362   0.2638
   0.3770   2.9148   0.7378   0.2622
   0.3780   2.9255   0.7369   0.2631
   0.3790   2.9240   0.7364   0.2636
   0.3800   2.9242   0.7356   0.2644
   0.3810   2.9190   0.7370   0.2630
   0.3820   2.9245   0.7367   0.2633
   0.3830   2.9241   0.7370   0.2630
   0.3840   2.9338   0.7372   0.2628
   0.3850   2.9245   0.7353   0.2647
   0.3860   2.9200   0.7372   0.2628
   0.3870   2.9365   0.7313   0.2687
   0.3880   2.9083   0.7382   0.2618
   0.3890   2.9199   0.7368   0.2632
   0.3900   2.9132   0.7379   0.2621
   0.3910   2.9397   0.7358   0.2642
   0.3920   2.9369   0.7374   0.2626
   0.3930   2.9447   0.7310   0.2690
   0.3940   2.9252   0.7397   0.2603
   0.3950   2.9382   0.7371   0.2629
   0.3960   2.9384   0.7380   0.2620
   0.3970   2.9337   0.7384   0.2616
   0.3980   2.9289   0.7386   0.2614
   0.3990   2.9280   0.7385   0.2615
   0.4000   2.9302   0.7401   0.2599
   0.4010   2.9250   0.7362   0.2638
   0.4020   2.9276   0.7390   0.2610
   0.4030   2.9251   0.7393   0.2607
   0.4040   2.9239   0.7399   0.2601
   0.4050   2.9262   0.7397   0.2603
   0.4060   2.9308   0.7402   0.2598
   0.4070   2.9357   0.7368   0.2632
   0.4080   2.9325   0.7400   0.2600
   0.4090   2.9307   0.7370   0.2630
   0.4100   2.9272   0.7403   0.2597
   0.4110   2.9302   0.7394   0.2606
   0.4120   2.9253   0.7399   0.2601
   0.4130   2.9223   0.7405   0.2595
   0.4140   2.9655   0.7305   0.2695
   0.4150   2.9106   0.7415   0.2585
   0.4160   2.9252   0.7340   0.2660
   0.4170   2.8994   0.7423   0.2577
   0.4180   2.9527   0.7316   0.2684
   0.4190   2.8984   0.7426   0.2574
   0.4200   2.9176   0.7390   0.2610
   0.4210   2.9124   0.7422   0.2578
   0.4220   2.9166   0.7366   0.2634
   0.4230   2.9054   0.7433   0.2567
   0.4240   2.9184   0.7413   0.2587
   0.4250   2.9013   0.7424   0.2576
   0.4260   2.9155   0.7404   0.2596
   0.4270   2.8973   0.7442   0.2558
   0.4280   2.9236   0.7404   0.2596
   0.4290   2.9480   0.7374   0.2626
   0.4300   2.9198   0.7435   0.2565
   0.4310   2.9435   0.7316   0.2684
   0.4320   2.9187   0.7385   0.2615
   0.4330   2.9394   0.7407   0.2593
   0.4340   2.9217   0.7435   0.2565
   0.4350   2.9111   0.7424   0.2576
   0.4360   2.9124   0.7434   0.2566
   0.4370   2.9048   0.7417   0.2583
   0.4380   2.9104   0.7429   0.2571
   0.4390   2.9107   0.7438   0.2562
   0.4400   2.8991   0.7443   0.2557
   0.4410   2.9049   0.7442   0.2558
   0.4420   2.9253   0.7417   0.2583
   0.4430   2.9159   0.7442   0.2558
   0.4440   2.9393   0.7393   0.2607
   0.4450   2.9121   0.7451   0.2549
   0.4460   2.9298   0.7414   0.2586
   0.4470   2.9032   0.7437   0.2563
   0.4480   2.9136   0.7440   0.2560
   0.4490   2.9215   0.7449   0.2551
   0.4500   2.9176   0.7433   0.2567
   0.4510   2.9166   0.7440   0.2560
   0.4520   2.9193   0.7427   0.2573
   0.4530   2.9144   0.7447   0.2553
   0.4540   2.9253   0.7366   0.2634
   0.4550   2.8954   0.7443   0.2557
   0.4560   2.9370   0.7329   0.2671
   0.4570   2.8664   0.7452   0.2548
   0.4580   2.8732   0.7443   0.2557
   0.4590   2.8675   0.7441   0.2559
   0.4600   2.8653   0.7427   0.2573
   0.4610   2.8556   0.7458   0.2542
   0.4620   2.9058   0.7326   0.2674
   0.4630   2.8630   0.7449   0.2551
   0.4640   2.8879   0.7328   0.2672
   0.4650   2.8558   0.7452   0.2548
   0.4660   2.8762   0.7424   0.2576
   0.4670   2.8489   0.7453   0.2547
   0.4680   2.8632   0.7415   0.2585
   0.4690   2.8389   0.7456   0.2544
   0.4700   2.8385   0.7458   0.2542
   0.4710   2.8445   0.7451   0.2549
   0.4720   2.8448   0.7453   0.2547
   0.4730   2.8509   0.7401   0.2599
   0.4740   2.8299   0.7458   0.2542
   0.4750   2.8254   0.7436   0.2564
   0.4760   2.8278   0.7449   0.2551
   0.4770   2.8311   0.7435   0.2565
   0.4780   2.8093   0.7460   0.2540
   0.4790   2.8068   0.7448   0.2552
   0.4800   2.8018   0.7453   0.2547
   0.4810   2.8009   0.7461   0.2539
   0.4820   2.8201   0.7400   0.2600
   0.4830   2.8010   0.7462   0.2538
   0.4840   2.8032   0.7469   0.2531
   0.4850   2.8081   0.7444   0.2556
   0.4860   2.8092   0.7461   0.2539
   0.4870   2.7957   0.7423   0.2577
   0.4880   2.8083   0.7460   0.2540
   0.4890   2.7914   0.7409   0.2591
   0.4900   2.7988   0.7450   0.2550
   0.4910   2.7931   0.7472   0.2528
   0.4920   2.7933   0.7461   0.2539
   0.4930   2.7962   0.7462   0.2538
   0.4940   2.8012   0.7461   0.2539
   0.4950   2.8054   0.7478   0.2522
   0.4960   2.8041   0.7454   0.2546
   0.4970   2.8128   0.7472   0.2528
   0.4980   2.8031   0.7464   0.2536
   0.4990   2.8178   0.7458   0.2542
   0.5000   2.8174   0.7458   0.2542
   0.5010   2.8301   0.7461   0.2539
   0.5020   2.8376   0.7448   0.2552
   0.5030   2.8190   0.7464   0.2536
   0.5040   2.8168   0.7436   0.2564
   0.5050   2.8166   0.7460   0.2540
   0.5060   2.8146   0.7440   0.2560
   0.5070   2.8100   0.7438   0.2562
   0.5080   2.8242   0.7453   0.2547
   0.5090   2.8146   0.7461   0.2539
   0.5100   2.8075   0.7458   0.2542
   0.5110   2.8061   0.7459   0.2541
   0.5120   2.8183   0.7435   0.2565
   0.5130   2.8051   0.7473   0.2527
   0.5140   2.8026   0.7453   0.2547
   0.5150   2.8036   0.7454   0.2546
   0.5160   2.8175   0.7460   0.2540
   0.5170   2.8000   0.7456   0.2544
   0.5180   2.8003   0.7458   0.2542
   0.5190   2.7988   0.7453   0.2547
   0.5200   2.8159   0.7462   0.2538
   0.5210   2.8146   0.7449   0.2551
   0.5220   2.8022   0.7448   0.2552
   0.5230   2.8166   0.7466   0.2534
   0.5240   2.8362   0.7432   0.2568
   0.5250   2.8143   0.7456   0.2544
   0.5260   2.8461   0.7410   0.2590
   0.5270   2.8405   0.7443   0.2557
   0.5280   2.8675   0.7369   0.2631
   0.5290   2.8193   0.7468   0.2532
   0.5300   2.8234   0.7455   0.2545
   0.5310   2.8235   0.7457   0.2543
   0.5320   2.8267   0.7453   0.2547
   0.5330   2.8277   0.7459   0.2541
   0.5340   2.8171   0.7450   0.2550
   0.5350   2.8222   0.7414   0.2586
   0.5360   2.8171   0.7455   0.2545
   0.5370   2.8199   0.7450   0.2550
   0.5380   2.8080   0.7460   0.2540
   0.5390   2.8133   0.7443   0.2557
   0.5400   2.8126   0.7437   0.2563
   0.5410   2.8163   0.7346   0.2654
   0.5420   2.8088   0.7445   0.2555
   0.5430   2.8155   0.7452   0.2548
   0.5440   2.8073   0.7449   0.2551
   0.5450   2.8183   0.7445   0.2555
   0.5460   2.8129   0.7444   0.2556
   0.5470   2.8167   0.7440   0.2560
   0.5480   2.8297   0.7397   0.2603
   0.5490   2.8104   0.7451   0.2549
   0.5500   2.8321   0.7423   0.2577
   0.5510   2.8016   0.7447   0.2553
   0.5520   2.8119   0.7456   0.2544
   0.5530   2.8069   0.7448   0.2552
   0.5540   2.8004   0.7454   0.2546
   0.5550   2.7990   0.7445   0.2555
   0.5560   2.7942   0.7456   0.2544
   0.5570   2.8019   0.7458   0.2542
   0.5580   2.7966   0.7449   0.2551
   0.5590   2.7968   0.7453   0.2547
   0.5600   2.7964   0.7449   0.2551
   0.5610   2.8000   0.7450   0.2550
   0.5620   2.8026   0.7449   0.2551
   0.5630   2.7980   0.7445   0.2555
   0.5640   2.7881   0.7451   0.2549
   0.5650   2.7853   0.7444   0.2556
   0.5660   2.7851   0.7448   0.2552
   0.5670   2.7919   0.7438   0.2562
   0.5680   2.7862   0.7444   0.2556
   0.5690   2.7868   0.7442   0.2558
   0.5700   2.7820   0.7447   0.2553
   0.5710   2.7910   0.7445   0.2555
   0.5720   2.7884   0.7432   0.2568
   0.5730   2.7849   0.7445   0.2555
   0.5740   2.7932   0.7442   0.2558
   0.5750   2.7921   0.7451   0.2549
   0.5760   2.7862   0.7451   0.2549
   0.5770   2.7833   0.7444   0.2556
   0.5780   2.7865   0.7436   0.2564
   0.5790   2.7900   0.7443   0.2557
   0.5800   2.7873   0.7452   0.2548
   0.5810   2.7856   0.7442   0.2558
   0.5820   2.7893   0.7443   0.2557
   0.5830   2.7938   0.7436   0.2564
   0.5840   2.7991   0.7441   0.2559
   0.5850   2.8237   0.7437   0.2563
   0.5860   2.8176   0.7440   0.2560
   0.5870   2.8253   0.7436   0.2564
   0.5880   2.8342   0.7439   0.2561
   0.5890   2.8245   0.7447   0.2553
   0.5900   2.8256   0.7439   0.2561
   0.5910   2.8212   0.7438   0.2562
   0.5920   2.8213   0.7447   0.2553
   0.5930   2.8149   0.7436   0.2564
   0.5940   2.8241   0.7439   0.2561
   0.5950   2.8218   0.7436   0.2564
   0.5960   2.8207   0.7436   0.2564
   0.5970   2.8235   0.7435   0.2565
   0.5980   2.8228   0.7436   0.2564
   0.5990   2.8295   0.7434   0.2566
   0.6000   2.8026   0.7432   0.2568
   0.6010   2.8273   0.7434   0.2566
   0.6020   2.8236   0.7423   0.2577
   0.6030   2.8311   0.7434   0.2566
   0.6040   2.8320   0.7433   0.2567
   0.6050   2.8283   0.7433   0.2567
   0.6060   2.8369   0.7433   0.2567
   0.6070   2.8378   0.7432   0.2568
   0.6080   2.8333   0.7433   0.2567
   0.6090   2.8353   0.7410   0.2590
   0.6100   2.8388   0.7429   0.2571
   0.6110   2.8418   0.7423   0.2577
   0.6120   2.8769   0.7430   0.2570
   0.6130   2.8802   0.7430   0.2570
   0.6140   2.8843   0.7430   0.2570
   0.6150   2.8887   0.7428   0.2572
   0.6160   2.8805   0.7429   0.2571
   0.6170   2.8831   0.7431   0.2569
   0.6180   2.8940   0.7407   0.2593
   0.6190   2.8937   0.7427   0.2573
   0.6200   2.9039   0.7428   0.2572
   0.6210   2.8961   0.7426   0.2574
   0.6220   2.8780   0.7425   0.2575
   0.6230   2.8781   0.7425   0.2575
   0.6240   2.8840   0.7425   0.2575
   0.6250   2.8823   0.7424   0.2576
   0.6260   2.8876   0.7417   0.2583
   0.6270   2.8852   0.7423   0.2577
   0.6280   2.8914   0.7422   0.2578
   0.6290   2.8942   0.7422   0.2578
   0.6300   2.8939   0.7422   0.2578
   0.6310   2.8929   0.7399   0.2601
   0.6320   2.9042   0.7420   0.2580
   0.6330   2.9051   0.7415   0.2585
   0.6340   2.8897   0.7419   0.2581
   0.6350   2.8953   0.7416   0.2584
   0.6360   2.8904   0.7418   0.2582
   0.6370   2.8927   0.7417   0.2583
   0.6380   2.8892   0.7417   0.2583
   0.6390   2.8874   0.7416   0.2584
   0.6400   2.8923   0.7419   0.2581
   0.6410   2.8847   0.7415   0.2585
   0.6420   2.8819   0.7415   0.2585
   0.6430   2.8836   0.7413   0.2587
   0.6440   2.8800   0.7413   0.2587
   0.6450   2.8831   0.7412   0.2588
   0.6460   2.8904   0.7411   0.2589
   0.6470   2.8921   0.7411   0.2589
   0.6480   2.8890   0.7410   0.2590
   0.6490   2.8966   0.7409   0.2591
   0.6500   2.9075   0.7397   0.2603
   0.6510   2.9042   0.7407   0.2593
   0.6520   2.9008   0.7407   0.2593
   0.6530   2.9005   0.7406   0.2594
   0.6540   2.9086   0.7405   0.2595
   0.6550   2.9121   0.7399   0.2601
   0.6560   2.9094   0.7404   0.2596
   0.6570   2.9104   0.7403   0.2597
   0.6580   2.9082   0.7402   0.2598
   0.6590   2.9067   0.7401   0.2599
   0.6600   2.9042   0.7401   0.2599
   0.6610   2.9099   0.7400   0.2600
