   STRAIN    AVACS    MODE1    MODE2
   0.6620   3.1083   0.6765   0.3235
   0.6630   3.1211   0.6768   0.3232
   0.6640   3.1261   0.6762   0.3238
   0.6650   3.1270   0.6764   0.3236
   0.6660   3.1272   0.6761   0.3239
   0.6670   3.1260   0.6760   0.3240
   0.6680   3.1076   0.6754   0.3246
   0.6690   3.1209   0.6755   0.3245
   0.6700   3.1201   0.6754   0.3246
   0.6710   3.1287   0.6751   0.3249
   0.6720   3.1301   0.6750   0.3250
   0.6730   3.1331   0.6747   0.3253
   0.6740   3.1366   0.6746   0.3254
   0.6750   3.1206   0.6741   0.3259
   0.6760   3.1423   0.6741   0.3259
   0.6770   3.1460   0.6739   0.3261
   0.6780   3.1460   0.6737   0.3263
   0.6790   3.1266   0.6736   0.3264
   0.6800   3.1250   0.6734   0.3266
   0.6810   3.1257   0.6731   0.3269
   0.6820   3.1258   0.6730   0.3270
   0.6830   3.0929   0.6722   0.3278
   0.6840   3.1107   0.6724   0.3276
   0.6850   3.1235   0.6723   0.3277
   0.6860   3.1267   0.6720   0.3280
   0.6870   3.1260   0.6719   0.3281
   0.6880   3.1251   0.6717   0.3283
   0.6890   3.1209   0.6716   0.3284
   0.6900   3.1230   0.6716   0.3284
   0.6910   3.1158   0.6713   0.3287
   0.6920   3.1162   0.6715   0.3285
   0.6930   3.1203   0.6708   0.3292
   0.6940   3.0834   0.6699   0.3301
   0.6950   3.1219   0.6703   0.3297
   0.6960   3.1171   0.6701   0.3299
   0.6970   3.1186   0.6699   0.3301
   0.6980   3.1217   0.6697   0.3303
   0.6990   3.1184   0.6695   0.3305
   0.7000   3.1197   0.6694   0.3306
