          S1          S2          D1          D2      angS      angD      angN
  0.2700E+01 -0.4829E+01  0.9037E-01 -0.1565E+00    -60.79    -60.00    -63.11
  0.1824E+01 -0.5225E+01  0.7682E-01 -0.1646E+00    -70.75    -64.98    -67.91
  0.1323E+01 -0.5416E+01  0.6176E-01 -0.1696E+00    -76.27    -69.99    -71.27
  0.8423E+00 -0.5560E+01  0.4631E-01 -0.1728E+00    -81.39    -75.00    -76.70
  0.6327E+00 -0.5604E+01  0.3077E-01 -0.1750E+00    -83.56    -80.03    -80.20
  0.4720E+00 -0.5627E+01  0.1544E-01 -0.1764E+00    -85.21    -85.00    -83.67
  0.3205E+00 -0.5639E+01 -0.5245E-05 -0.1773E+00    -86.75    -90.00    -87.30
  0.1648E+00 -0.5642E+01 -0.1554E-01 -0.1777E+00    -88.33    -95.00    -91.06
 -0.9983E-02 -0.5632E+01 -0.3129E-01 -0.1775E+00    -90.10   -100.00    -95.12
 -0.2238E+00 -0.5604E+01 -0.4731E-01 -0.1766E+00    -92.29   -105.00    -99.82
 -0.5364E+00 -0.5530E+01 -0.6357E-01 -0.1747E+00    -95.54   -110.00   -105.72
 -0.1169E+01 -0.5287E+01 -0.7995E-01 -0.1715E+00   -102.47   -115.00   -112.94
 -0.2855E+01 -0.4384E+01 -0.9571E-01 -0.1658E+00   -123.07   -120.00   -120.54
 -0.3862E+01 -0.3753E+01 -0.1084E+00 -0.1549E+00   -135.82   -125.00   -125.53
 -0.4172E+01 -0.3522E+01 -0.1195E+00 -0.1424E+00   -139.83   -130.00   -128.83
 -0.4381E+01 -0.3344E+01 -0.1294E+00 -0.1294E+00   -142.65   -135.00   -132.68
 -0.4536E+01 -0.3192E+01 -0.1386E+00 -0.1163E+00   -144.87   -140.00   -136.87
 -0.4659E+01 -0.3051E+01 -0.1472E+00 -0.1030E+00   -146.79   -145.00   -141.36
 -0.4763E+01 -0.2909E+01 -0.1552E+00 -0.8961E-01   -148.59   -150.00   -146.01
 -0.4856E+01 -0.2759E+01 -0.1628E+00 -0.7591E-01   -150.40   -155.00   -150.58
 -0.4944E+01 -0.2587E+01 -0.1699E+00 -0.6185E-01   -152.38   -160.00   -155.70
 -0.5038E+01 -0.2336E+01 -0.1766E+00 -0.4731E-01   -155.12   -165.00   -161.40
 -0.5200E+01 -0.1655E+01 -0.1821E+00 -0.3208E-01   -162.34   -170.01   -168.97
 -0.5333E+01 -0.6608E+00 -0.1855E+00 -0.1623E-01   -172.94   -175.00   -177.89
 -0.5370E+01  0.5715E+00 -0.1862E+00 -0.2261E-05    173.93    180.00    180.92
 -0.5305E+01  0.1477E+01 -0.1840E+00  0.1609E-01    164.44    175.00    173.79
 -0.5242E+01  0.1967E+01 -0.1789E+00  0.3154E-01    159.43    170.00    171.03
 -0.5178E+01  0.2323E+01 -0.1724E+00  0.4618E-01    155.83    165.01    168.41
 -0.5112E+01  0.2614E+01 -0.1649E+00  0.6001E-01    152.91    160.01    164.67
 -0.5037E+01  0.2853E+01 -0.1571E+00  0.7322E-01    150.48    155.01    159.24
 -0.4954E+01  0.3044E+01 -0.1490E+00  0.8602E-01    148.43    150.00    153.66
 -0.4863E+01  0.3208E+01 -0.1407E+00  0.9848E-01    146.59    145.00    148.54
 -0.4756E+01  0.3367E+01 -0.1319E+00  0.1108E+00    144.70    139.97    142.96
 -0.4609E+01  0.3539E+01 -0.1227E+00  0.1228E+00    142.49    134.97    137.06
 -0.4398E+01  0.3742E+01 -0.1129E+00  0.1346E+00    139.61    130.00    131.56
 -0.3972E+01  0.4067E+01 -0.1022E+00  0.1461E+00    134.32    124.99    125.62
 -0.2700E+01  0.4829E+01 -0.9037E-01  0.1565E+00    119.21    120.00    116.89
 -0.1824E+01  0.5225E+01 -0.7682E-01  0.1646E+00    109.25    115.02    112.09
 -0.1323E+01  0.5416E+01 -0.6176E-01  0.1696E+00    103.73    110.01    108.73
 -0.8423E+00  0.5560E+01 -0.4631E-01  0.1728E+00     98.61    105.00    103.30
 -0.6327E+00  0.5604E+01 -0.3077E-01  0.1750E+00     96.44     99.97     99.80
 -0.4720E+00  0.5627E+01 -0.1544E-01  0.1764E+00     94.79     95.00     96.33
 -0.3205E+00  0.5639E+01  0.5245E-05  0.1773E+00     93.25     90.00     92.70
