          Evm          Svm          E11          E22          E33          E23          E13          E12             SCAU11       SCAU22       SCAU33       SCAU23       SCAU13       SCAU12      TEMP      TIME    TAYLAV      WORKAV
  0.18199E+01  0.12983E+02    -0.16312E-01  0.00000E+00  0.16312E-01  0.00000E+00  0.00000E+00  0.16000E+01     0.00000E+00 -0.63112E+00  0.00000E+00 -0.58290E-01  0.13498E+00  0.74857E+01      298.      3.20     1.994  0.2628E+02
  0.18487E+01  0.13157E+02    -0.16252E-01  0.00000E+00  0.16252E-01  0.00000E+00  0.00000E+00  0.16250E+01     0.00000E+00 -0.44407E+00  0.00000E+00 -0.61343E-01  0.12651E+00  0.75904E+01      298.      3.25     1.997  0.2663E+02
  0.18775E+01  0.13330E+02    -0.16188E-01  0.00000E+00  0.16188E-01  0.00000E+00  0.00000E+00  0.16500E+01     0.00000E+00 -0.24556E+00  0.00000E+00 -0.69835E-01  0.11798E+00  0.76936E+01      298.      3.30     1.999  0.2699E+02
  0.19064E+01  0.13508E+02    -0.16116E-01  0.00000E+00  0.16116E-01  0.00000E+00  0.00000E+00  0.16750E+01     0.00000E+00 -0.59191E-01  0.00000E+00 -0.74614E-01  0.11252E+00  0.77973E+01      298.      3.35     2.001  0.2735E+02
  0.19353E+01  0.13629E+02    -0.16037E-01  0.00000E+00  0.16037E-01  0.00000E+00  0.00000E+00  0.17000E+01     0.00000E+00  0.23186E+00  0.00000E+00 -0.80995E-01  0.10707E+00  0.78661E+01      298.      3.40     1.994  0.2772E+02
  0.19641E+01  0.13798E+02    -0.15941E-01  0.00000E+00  0.15941E-01  0.00000E+00  0.00000E+00  0.17250E+01     0.00000E+00  0.46284E+00  0.00000E+00 -0.91275E-01  0.99284E-01  0.79607E+01      298.      3.45     1.994  0.2809E+02
  0.19930E+01  0.13969E+02    -0.15841E-01  0.00000E+00  0.15841E-01  0.00000E+00  0.00000E+00  0.17500E+01     0.00000E+00  0.72046E+00  0.00000E+00 -0.98751E-01  0.92421E-01  0.80533E+01      298.      3.50     1.994  0.2847E+02
  0.20218E+01  0.14142E+02    -0.15741E-01  0.00000E+00  0.15741E-01  0.00000E+00  0.00000E+00  0.17750E+01     0.00000E+00  0.94448E+00  0.00000E+00 -0.10751E+00  0.87288E-01  0.81455E+01      298.      3.55     1.993  0.2885E+02
  0.20506E+01  0.14317E+02    -0.15645E-01  0.00000E+00  0.15645E-01  0.00000E+00  0.00000E+00  0.18000E+01     0.00000E+00  0.11485E+01  0.00000E+00 -0.12173E+00  0.81758E-01  0.82379E+01      298.      3.60     1.993  0.2924E+02
  0.20794E+01  0.14484E+02    -0.15559E-01  0.00000E+00  0.15559E-01  0.00000E+00  0.00000E+00  0.18250E+01     0.00000E+00  0.12978E+01  0.00000E+00 -0.12609E+00  0.75495E-01  0.83274E+01      298.      3.65     1.992  0.2962E+02
  0.21081E+01  0.14649E+02    -0.15484E-01  0.00000E+00  0.15484E-01  0.00000E+00  0.00000E+00  0.18500E+01     0.00000E+00  0.13985E+01  0.00000E+00 -0.11723E+00  0.70403E-01  0.84181E+01      298.      3.70     1.991  0.3002E+02
  0.21368E+01  0.14816E+02    -0.15422E-01  0.00000E+00  0.15422E-01  0.00000E+00  0.00000E+00  0.18750E+01     0.00000E+00  0.14649E+01  0.00000E+00 -0.10552E+00  0.69081E-01  0.85111E+01      298.      3.75     1.991  0.3041E+02
  0.21656E+01  0.14993E+02    -0.15376E-01  0.00000E+00  0.15376E-01  0.00000E+00  0.00000E+00  0.19000E+01     0.00000E+00  0.15379E+01  0.00000E+00 -0.91340E-01  0.69836E-01  0.86100E+01      298.      3.80     1.992  0.3082E+02
  0.21943E+01  0.15176E+02    -0.15343E-01  0.00000E+00  0.15343E-01  0.00000E+00  0.00000E+00  0.19250E+01     0.00000E+00  0.16031E+01  0.00000E+00 -0.77132E-01  0.72920E-01  0.87122E+01      298.      3.85     1.995  0.3122E+02
  0.22230E+01  0.15364E+02    -0.15323E-01  0.00000E+00  0.15323E-01  0.00000E+00  0.00000E+00  0.19500E+01     0.00000E+00  0.16333E+01  0.00000E+00 -0.67979E-01  0.75730E-01  0.88194E+01      298.      3.90     1.998  0.3163E+02
  0.22517E+01  0.15563E+02    -0.15313E-01  0.00000E+00  0.15313E-01  0.00000E+00  0.00000E+00  0.19750E+01     0.00000E+00  0.16768E+01  0.00000E+00 -0.55520E-01  0.77075E-01  0.89322E+01      298.      3.95     2.003  0.3205E+02
  0.22804E+01  0.15775E+02    -0.15315E-01  0.00000E+00  0.15315E-01  0.00000E+00  0.00000E+00  0.20000E+01     0.00000E+00  0.17525E+01  0.00000E+00 -0.36629E-01  0.78778E-01  0.90508E+01      298.      4.00     2.008  0.3247E+02
