          S1          S5          D1          D5      angS      angD      angN
 -0.3299E+01 -0.6218E+01 -0.4901E-01 -0.1348E+00   -117.95   -109.98   -112.22
 -0.3569E+01 -0.6101E+01 -0.5999E-01 -0.1288E+00   -120.33   -114.97   -115.18
 -0.3815E+01 -0.5977E+01 -0.7049E-01 -0.1223E+00   -122.55   -119.96   -118.55
 -0.4057E+01 -0.5835E+01 -0.8062E-01 -0.1153E+00   -124.81   -124.96   -122.16
 -0.4312E+01 -0.5662E+01 -0.9033E-01 -0.1078E+00   -127.29   -129.96   -125.96
 -0.4599E+01 -0.5437E+01 -0.9957E-01 -0.9970E-01   -130.22   -134.96   -130.09
 -0.4946E+01 -0.5118E+01 -0.1082E+00 -0.9085E-01   -134.02   -139.97   -134.80
 -0.5407E+01 -0.4605E+01 -0.1158E+00 -0.8116E-01   -139.58   -144.98   -140.77
 -0.6079E+01 -0.3626E+01 -0.1223E+00 -0.7067E-01   -149.19   -149.99   -148.79
 -0.6906E+01 -0.1938E+01 -0.1280E+00 -0.5971E-01   -164.33   -155.00   -159.98
 -0.7217E+01 -0.8879E+00 -0.1326E+00 -0.4828E-01   -172.99   -160.00   -168.12
 -0.7298E+01 -0.4276E+00 -0.1349E+00 -0.3624E-01   -176.65   -164.96   -172.33
 -0.7330E+01 -0.1303E+00 -0.1360E+00 -0.2407E-01   -178.98   -169.97   -174.91
 -0.7344E+01  0.1069E+00 -0.1363E+00 -0.1203E-01    179.17    185.04    181.04
 -0.7345E+01  0.3217E+00 -0.1362E+00 -0.1009E-03    177.49    180.04    178.60
 -0.7334E+01  0.5313E+00 -0.1355E+00  0.1176E-01    175.86    175.04    175.50
 -0.7310E+01  0.7516E+00 -0.1344E+00  0.2364E-01    174.13    170.02    172.48
 -0.7270E+01  0.1001E+01 -0.1327E+00  0.3550E-01    172.16    165.02    169.60
 -0.7201E+01  0.1324E+01 -0.1302E+00  0.4735E-01    169.58    160.01    166.43
 -0.7052E+01  0.1844E+01 -0.1264E+00  0.5894E-01    165.35    155.00    161.70
 -0.6599E+01  0.2899E+01 -0.1209E+00  0.6979E-01    156.29    150.00    153.11
 -0.5455E+01  0.4628E+01 -0.1150E+00  0.8053E-01    139.69    145.00    140.25
 -0.4850E+01  0.5289E+01 -0.1077E+00  0.9034E-01    132.52    140.00    135.00
 -0.4514E+01  0.5609E+01 -0.9879E-01  0.9877E-01    128.83    135.01    131.76
 -0.4251E+01  0.5833E+01 -0.8930E-01  0.1064E+00    126.09    130.02    128.10
 -0.4017E+01  0.6004E+01 -0.7945E-01  0.1134E+00    123.78    125.02    124.03
 -0.3795E+01  0.6143E+01 -0.6935E-01  0.1199E+00    121.71    120.04    120.23
 -0.3569E+01  0.6266E+01 -0.5880E-01  0.1261E+00    119.66    115.00    116.56
 -0.3329E+01  0.6376E+01 -0.4799E-01  0.1318E+00    117.57    110.01    112.80
 -0.3055E+01  0.6480E+01 -0.3674E-01  0.1370E+00    115.24    105.01    109.11
 -0.2719E+01  0.6583E+01 -0.2498E-01  0.1416E+00    112.44    100.01    105.64
 -0.2245E+01  0.6698E+01 -0.1269E-01  0.1450E+00    108.53     95.00    101.88
 -0.1310E+01  0.6837E+01 -0.1130E-05  0.1463E+00    100.85     90.00     95.58
          S1          S5          D1          D5      angS      angD      angN
  0.1108E+01  0.1152E+02 -0.2193E-04  0.8677E-01     84.51     90.01     91.22
  0.2814E+01  0.1149E+02  0.7438E-02  0.8518E-01     76.24     85.01     85.17
  0.3845E+01  0.1137E+02  0.1462E-01  0.8304E-01     71.31     80.01     79.54
  0.4650E+01  0.1118E+02  0.2154E-01  0.8050E-01     67.41     75.02     73.71
  0.5356E+01  0.1093E+02  0.2821E-01  0.7765E-01     63.90     70.03     68.30
  0.6006E+01  0.1064E+02  0.3463E-01  0.7443E-01     60.56     65.05     62.92
  0.6589E+01  0.1031E+02  0.4085E-01  0.7091E-01     57.41     60.05     57.30
  0.7081E+01  0.9959E+01  0.4690E-01  0.6706E-01     54.58     55.03     51.96
  0.7517E+01  0.9584E+01  0.5277E-01  0.6295E-01     51.89     50.03     47.41
  0.7953E+01  0.9155E+01  0.5843E-01  0.5848E-01     49.02     45.02     43.70
  0.8437E+01  0.8609E+01  0.6383E-01  0.5360E-01     45.58     40.02     40.28
  0.9045E+01  0.7844E+01  0.6877E-01  0.4818E-01     40.93     35.01     36.23
  0.1007E+02  0.6185E+01  0.7329E-01  0.4234E-01     31.56     30.01     28.35
  0.1106E+02  0.3986E+01  0.7741E-01  0.3612E-01     19.83     25.01     20.01
  0.1149E+02  0.2608E+01  0.8037E-01  0.2926E-01     12.79     20.00     14.17
  0.1166E+02  0.1870E+01  0.8226E-01  0.2207E-01      9.12     15.02     10.45
  0.1174E+02  0.1372E+01  0.8349E-01  0.1476E-01      6.67     10.03      7.27
  0.1178E+02  0.9500E+00  0.8431E-01  0.7395E-02      4.61      5.01      3.95
  0.1179E+02  0.5547E+00  0.8479E-01  0.1667E-04      2.69      0.01      0.51
  0.1178E+02  0.1492E+00  0.8496E-01 -0.7420E-02      0.73     -4.99     -3.15
  0.1174E+02 -0.3130E+00  0.8477E-01 -0.1494E-01     -1.53     -9.99     -7.00
  0.1164E+02 -0.9417E+00  0.8411E-01 -0.2254E-01     -4.63    -15.00    -11.53
  0.1133E+02 -0.2051E+01  0.8279E-01 -0.3014E-01    -10.26    -20.00    -17.88
  0.1062E+02 -0.3817E+01  0.8067E-01 -0.3762E-01    -19.78    -25.00    -23.95
  0.9521E+01 -0.6036E+01  0.7689E-01 -0.4439E-01    -32.37    -30.00    -30.85
  0.8553E+01 -0.7468E+01  0.7256E-01 -0.5080E-01    -41.12    -35.00    -37.47
  0.7961E+01 -0.8191E+01  0.6742E-01 -0.5656E-01    -45.81    -39.99    -40.90
  0.7475E+01 -0.8728E+01  0.6173E-01 -0.6170E-01    -49.42    -44.99    -43.44
  0.7000E+01 -0.9208E+01  0.5566E-01 -0.6629E-01    -52.76    -49.98    -46.54
  0.6494E+01 -0.9658E+01  0.4932E-01 -0.7038E-01    -56.08    -54.98    -51.21
  0.5942E+01 -0.1006E+02  0.4282E-01 -0.7413E-01    -59.43    -59.99    -56.99
  0.5328E+01 -0.1041E+02  0.3618E-01 -0.7753E-01    -62.90    -64.98    -63.03
  0.4611E+01 -0.1073E+02  0.2934E-01 -0.8062E-01    -66.74    -70.00    -69.19
  0.3697E+01 -0.1101E+02  0.2233E-01 -0.8332E-01    -71.44    -75.00    -75.63
  0.2381E+01 -0.1125E+02  0.1511E-01 -0.8570E-01    -78.05    -80.00    -81.86
  0.7397E+00 -0.1141E+02  0.7638E-02 -0.8716E-01    -86.29    -84.99    -85.37
 -0.1108E+01 -0.1152E+02  0.2193E-04 -0.8677E-01    -95.49    -89.99    -88.78
 -0.2814E+01 -0.1149E+02 -0.7438E-02 -0.8518E-01   -103.76    -94.99    -94.83
 -0.3845E+01 -0.1137E+02 -0.1462E-01 -0.8304E-01   -108.69    -99.99   -100.46
 -0.4650E+01 -0.1118E+02 -0.2154E-01 -0.8050E-01   -112.59   -104.98   -106.29
 -0.5356E+01 -0.1093E+02 -0.2821E-01 -0.7765E-01   -116.10   -109.97   -111.70
 -0.6006E+01 -0.1064E+02 -0.3463E-01 -0.7443E-01   -119.44   -114.95   -117.08
 -0.6589E+01 -0.1031E+02 -0.4085E-01 -0.7091E-01   -122.59   -119.95   -122.70
 -0.7081E+01 -0.9959E+01 -0.4690E-01 -0.6706E-01   -125.42   -124.97   -128.04
 -0.7517E+01 -0.9584E+01 -0.5277E-01 -0.6295E-01   -128.11   -129.97   -132.59
 -0.7953E+01 -0.9155E+01 -0.5843E-01 -0.5848E-01   -130.98   -134.98   -136.30
 -0.8437E+01 -0.8609E+01 -0.6383E-01 -0.5360E-01   -134.42   -139.98   -139.72
 -0.9045E+01 -0.7844E+01 -0.6877E-01 -0.4818E-01   -139.07   -144.99   -143.77
 -0.1007E+02 -0.6185E+01 -0.7329E-01 -0.4234E-01   -148.44   -149.99   -151.65
 -0.1106E+02 -0.3986E+01 -0.7741E-01 -0.3612E-01   -160.17   -154.99   -159.99
 -0.1149E+02 -0.2608E+01 -0.8037E-01 -0.2926E-01   -167.21   -160.00   -165.83
 -0.1166E+02 -0.1870E+01 -0.8226E-01 -0.2207E-01   -170.88   -164.98   -169.55
 -0.1174E+02 -0.1372E+01 -0.8349E-01 -0.1476E-01   -173.33   -169.97   -172.73
 -0.1178E+02 -0.9500E+00 -0.8431E-01 -0.7395E-02   -175.39   -174.99   -176.05
 -0.1179E+02 -0.5547E+00 -0.8479E-01 -0.1667E-04   -177.31   -179.99   -179.49
 -0.1178E+02 -0.1492E+00 -0.8496E-01  0.7420E-02   -179.27   -184.99   -182.33
 -0.1174E+02  0.3130E+00 -0.8477E-01  0.1494E-01    178.47    170.01    172.10
 -0.1164E+02  0.9417E+00 -0.8411E-01  0.2254E-01    175.37    165.00    168.47
 -0.1133E+02  0.2051E+01 -0.8279E-01  0.3014E-01    169.74    160.00    162.12
 -0.1062E+02  0.3817E+01 -0.8067E-01  0.3762E-01    160.22    155.00    156.05
 -0.9521E+01  0.6036E+01 -0.7689E-01  0.4439E-01    147.63    150.00    149.15
 -0.8553E+01  0.7468E+01 -0.7256E-01  0.5080E-01    138.88    145.00    142.53
 -0.7961E+01  0.8191E+01 -0.6742E-01  0.5656E-01    134.19    140.01    139.10
 -0.7475E+01  0.8728E+01 -0.6173E-01  0.6170E-01    130.58    135.01    136.56
 -0.7000E+01  0.9208E+01 -0.5566E-01  0.6629E-01    127.24    130.02    133.46
 -0.6494E+01  0.9658E+01 -0.4932E-01  0.7038E-01    123.92    125.02    128.79
 -0.5942E+01  0.1006E+02 -0.4282E-01  0.7413E-01    120.57    120.01    123.01
 -0.5328E+01  0.1041E+02 -0.3618E-01  0.7753E-01    117.10    115.02    116.97
 -0.4611E+01  0.1073E+02 -0.2934E-01  0.8062E-01    113.26    110.00    110.81
 -0.3697E+01  0.1101E+02 -0.2233E-01  0.8332E-01    108.56    105.00    104.37
 -0.2381E+01  0.1125E+02 -0.1511E-01  0.8570E-01    101.95    100.00     98.14
 -0.7397E+00  0.1141E+02 -0.7638E-02  0.8716E-01     93.71     95.01     94.63
  0.1108E+01  0.1152E+02 -0.2193E-04  0.8677E-01     84.51     90.01     91.22
