   STRAIN    AVACS    MODE1
   0.2140   3.4022   1.0000
   0.2160   3.4012   1.0000
   0.2180   3.3959   1.0000
   0.2200   3.3952   1.0000
   0.2220   3.3926   1.0000
   0.2240   3.3915   1.0000
   0.2260   3.3908   1.0000
   0.2280   3.3916   1.0000
   0.2300   3.3930   1.0000
   0.2320   3.3934   1.0000
   0.2340   3.3941   1.0000
   0.2360   3.3935   1.0000
   0.2380   3.3923   1.0000
   0.2400   3.3923   1.0000
   0.2420   3.3958   1.0000
   0.2440   3.3920   1.0000
   0.2460   3.3929   1.0000
   0.2480   3.3903   1.0000
   0.2500   3.3846   1.0000
   0.2520   3.3839   1.0000
   0.2540   3.3826   1.0000
   0.2560   3.3814   1.0000
   0.2580   3.3780   1.0000
   0.2600   3.3784   1.0000
   0.2620   3.3785   1.0000
   0.2640   3.3782   1.0000
   0.2660   3.3744   1.0000
   0.2680   3.3759   1.0000
   0.2700   3.3733   1.0000
   0.2720   3.3697   1.0000
   0.2740   3.3701   1.0000
   0.2760   3.3690   1.0000
   0.2780   3.3698   1.0000
   0.2800   3.3699   1.0000
   0.2820   3.3685   1.0000
   0.2840   3.3652   1.0000
   0.2860   3.3619   1.0000
   0.2880   3.3596   1.0000
   0.2900   3.3567   1.0000
   0.2920   3.3527   1.0000
   0.2940   3.3501   1.0000
   0.2960   3.3517   1.0000
   0.2980   3.3496   1.0000
   0.3000   3.3476   1.0000
   0.3020   3.3503   1.0000
   0.3040   3.3532   1.0000
   0.3060   3.3534   1.0000
   0.3080   3.3549   1.0000
   0.3100   3.3596   1.0000
   0.3120   3.3606   1.0000
   0.3140   3.3609   1.0000
   0.3160   3.3616   1.0000
   0.3180   3.3622   1.0000
   0.3200   3.3614   1.0000
   0.3220   3.3594   1.0000
   0.3240   3.3609   1.0000
   0.3260   3.3619   1.0000
   0.3280   3.3615   1.0000
   0.3300   3.3634   1.0000
   0.3320   3.3649   1.0000
   0.3340   3.3646   1.0000
   0.3360   3.3621   1.0000
   0.3380   3.3639   1.0000
   0.3400   3.3640   1.0000
   0.3420   3.3649   1.0000
   0.3440   3.3664   1.0000
   0.3460   3.3667   1.0000
   0.3480   3.3716   1.0000
   0.3500   3.3727   1.0000
   0.3520   3.3692   1.0000
   0.3540   3.3657   1.0000
   0.3560   3.3630   1.0000
   0.3580   3.3632   1.0000
   0.3600   3.3636   1.0000
   0.3620   3.3631   1.0000
   0.3640   3.3643   1.0000
   0.3660   3.3642   1.0000
   0.3680   3.3651   1.0000
   0.3700   3.3622   1.0000
   0.3720   3.3612   1.0000
   0.3740   3.3605   1.0000
   0.3760   3.3582   1.0000
   0.3780   3.3581   1.0000
   0.3800   3.3590   1.0000
   0.3820   3.3583   1.0000
   0.3840   3.3561   1.0000
   0.3860   3.3559   1.0000
   0.3880   3.3542   1.0000
   0.3900   3.3545   1.0000
   0.3920   3.3548   1.0000
   0.3940   3.3543   1.0000
   0.3960   3.3538   1.0000
   0.3980   3.3526   1.0000
   0.4000   3.3517   1.0000
