   STRAIN    AVACS    MODE1    MODE2
   0.6620   3.2161   0.7181   0.2819
   0.6630   3.2302   0.7193   0.2807
   0.6640   3.2198   0.7196   0.2804
   0.6650   3.2216   0.7192   0.2808
   0.6660   3.2155   0.7197   0.2803
   0.6670   3.2368   0.7189   0.2811
   0.6680   3.2356   0.7189   0.2811
   0.6690   3.2259   0.7191   0.2809
   0.6700   3.2347   0.7188   0.2812
   0.6710   3.2346   0.7187   0.2813
   0.6720   3.2329   0.7192   0.2808
   0.6730   3.2216   0.7192   0.2808
   0.6740   3.2368   0.7185   0.2815
   0.6750   3.2235   0.7192   0.2808
   0.6760   3.2549   0.7183   0.2817
   0.6770   3.2212   0.7198   0.2802
   0.6780   3.2304   0.7182   0.2818
   0.6790   3.2077   0.7211   0.2789
   0.6800   3.2406   0.7180   0.2820
   0.6810   3.2400   0.7181   0.2819
   0.6820   3.2410   0.7177   0.2823
   0.6830   3.2349   0.7176   0.2824
   0.6840   3.2178   0.7172   0.2828
   0.6850   3.2263   0.7174   0.2826
   0.6860   3.2228   0.7183   0.2817
   0.6870   3.2249   0.7190   0.2810
   0.6880   3.2240   0.7171   0.2829
   0.6890   3.2190   0.7169   0.2831
   0.6900   3.2181   0.7169   0.2831
   0.6910   3.1683   0.7200   0.2800
   0.6920   3.2070   0.7191   0.2809
   0.6930   3.2137   0.7170   0.2830
   0.6940   3.2200   0.7163   0.2837
   0.6950   3.2056   0.7168   0.2832
   0.6960   3.2056   0.7172   0.2828
   0.6970   3.2177   0.7162   0.2838
   0.6980   3.2303   0.7199   0.2801
   0.6990   3.2135   0.7161   0.2839
   0.7000   3.2065   0.7160   0.2840
