          S1          S2          D1          D2      angS      angD      angN
  0.1718E+02  0.1165E+03  0.7413E-03  0.8472E-02     81.61     85.00     96.66
  0.2222E+02  0.1171E+03  0.1457E-02  0.8263E-02     79.25     80.00     92.90
  0.2970E+02  0.1168E+03  0.2149E-02  0.8015E-02     75.74     74.99     81.59
  0.4180E+02  0.1126E+03  0.2847E-02  0.7823E-02     69.63     70.00     63.98
  0.5259E+02  0.1056E+03  0.3583E-02  0.7684E-02     63.53     65.00     51.01
  0.5998E+02  0.9852E+02  0.4337E-02  0.7510E-02     58.66     60.00     43.05
  0.6485E+02  0.9287E+02  0.5064E-02  0.7232E-02     55.07     55.00     39.21
  0.6842E+02  0.8830E+02  0.5760E-02  0.6862E-02     52.23     49.99     36.98
  0.7142E+02  0.8418E+02  0.6428E-02  0.6426E-02     49.69     44.99     35.16
  0.7411E+02  0.8024E+02  0.7071E-02  0.5932E-02     47.28     39.99     33.72
  0.7665E+02  0.7635E+02  0.7687E-02  0.5381E-02     44.89     34.99     32.56
  0.7914E+02  0.7236E+02  0.8271E-02  0.4774E-02     42.44     30.00     31.58
  0.8166E+02  0.6820E+02  0.8814E-02  0.4110E-02     39.87     25.00     30.58
  0.8428E+02  0.6364E+02  0.9307E-02  0.3387E-02     37.06     20.00     29.04
  0.8712E+02  0.5831E+02  0.9733E-02  0.2608E-02     33.80     15.00     26.80
  0.9031E+02  0.5157E+02  0.1006E-01  0.1774E-02     29.73     10.00     24.06
  0.9430E+02  0.4184E+02  0.1021E-01  0.8931E-03     23.93      5.00     19.18
  0.9862E+02  0.2407E+02  0.1014E-01  0.2318E-06     13.71      0.00      8.20
  0.9737E+02 -0.9651E+01  0.1018E-01 -0.8902E-03     -5.66     -5.00     -5.64
  0.9198E+02 -0.4304E+02  0.1004E-01 -0.1770E-02    -25.07    -10.00    -13.70
  0.8560E+02 -0.6405E+02  0.9732E-02 -0.2607E-02    -36.81    -15.00    -21.36
  0.8003E+02 -0.7649E+02  0.9270E-02 -0.3374E-02    -43.71    -20.00    -26.93
  0.7526E+02 -0.8512E+02  0.8699E-02 -0.4056E-02    -48.52    -25.00    -30.93
  0.7093E+02 -0.9191E+02  0.8065E-02 -0.4656E-02    -52.34    -30.00    -34.08
  0.6676E+02 -0.9776E+02  0.7395E-02 -0.5178E-02    -55.67    -35.00    -36.91
  0.6248E+02 -0.1032E+03  0.6708E-02 -0.5629E-02    -58.80    -40.00    -39.88
  0.5770E+02 -0.1086E+03  0.6013E-02 -0.6014E-02    -62.01    -45.00    -43.06
  0.5194E+02 -0.1144E+03  0.5311E-02 -0.6331E-02    -65.58    -50.00    -46.66
  0.4425E+02 -0.1211E+03  0.4604E-02 -0.6576E-02    -69.92    -55.00    -51.90
  0.3412E+02 -0.1281E+03  0.3907E-02 -0.6768E-02    -75.08    -60.00    -59.52
  0.2365E+02 -0.1333E+03  0.3230E-02 -0.6928E-02    -79.94    -65.00    -67.44
  0.1580E+02 -0.1361E+03  0.2565E-02 -0.7048E-02    -83.38    -70.00    -73.28
  0.9769E+01 -0.1377E+03  0.1909E-02 -0.7127E-02    -85.94    -75.01    -77.72
  0.4716E+01 -0.1386E+03  0.1264E-02 -0.7171E-02    -88.05    -80.00    -81.57
  0.6730E-01 -0.1392E+03  0.6283E-03 -0.7186E-02    -89.97    -85.00    -85.40
 -0.4494E+01 -0.1394E+03 -0.8831E-07 -0.7175E-02    -91.85    -90.00    -89.14
